ID,Name,Review Count,Ratings,Category
569,Buenas,0,4.0,Restaurant
570,Buenas Maxi Kiosko,0,4.0,Restaurant
571,Buff's Pub,531,4.0,Restaurant
572,Buk Kyung,69,3.88,Restaurant
573,Bukhara,0,4.0,Restaurant
574,Bukhara Indian Bistro,0,4.0,Restaurant
575,Bukowski Tavern,0,4.0,Restaurant
576,Bully Boy Distillers,0,4.0,Restaurant
577,Buns House,9,3.0,Restaurant
578,Burger King,5,3.24,Restaurant
579,Burritos Pizza And Grill,26,4.0,Restaurant
580,Burritos Pizzeria,24,3.39,Restaurant
581,Burro Bar,0,4.0,Restaurant
582,Burro Bar Brookline,273,4.0,Restaurant
583,Burro Bar South End,123,4.0,Restaurant
584,Bus Stop Variety,0,4.0,Restaurant
585,Buster Bar,0,4.0,Restaurant
586,Busy Bee Restaurant,39,4.0,Restaurant
587,Butterfly Cafe,0,4.0,Restaurant
588,Butterfly Falafel,24,3.75,Restaurant
589,Buttermilk And Bourbon,884,3.95,Restaurant
590,Buttonwood,83,4.5,Restaurant
591,Bytes At University Park Mit,0,4.0,Restaurant
592,C And C Seafood,0,4.0,Restaurant
593,C And N Pizza,0,4.0,Restaurant
594,C Fruit Life,0,4.0,Restaurant
595,CAFE SPICE MIT,0,4.0,Restaurant
596,CHA CHA CHA TAQUERIA,0,4.0,Restaurant
597,CHIAN MAI THAI CAMBRIDGE,0,4.0,Restaurant
598,CHINA MAXIM III,0,4.0,Restaurant
599,CLOVER FOOD LAB NTV,0,4.0,Restaurant
600,CLOVER FOOD LAB ROW,0,4.0,Restaurant
601,CLOVER HFI,0,4.0,Restaurant
602,CNG CAR RENTAL SOUTH BOSTON,1,2.0,Car Rental
603,Cabana Grill,0,4.0,Restaurant
604,Cabot Cafe,3,4.8,Restaurant
605,Cabot's Ice Cream And Restaurant,302,4.0,Restaurant
606,Cabots Ice Cream And Restaurant,0,4.0,Restaurant
607,Cactus Mexican Grill,109,4.0,Restaurant
608,Caesar's Pizza And Subs,0,4.0,Restaurant
609,Cafe 129,0,0.0,Restaurant
610,Cafe 716,2,5.0,Restaurant
611,Cafe Amalfi,0,4.0,Restaurant
612,Cafe At John F Kennedy Library,8,4.0,Restaurant
613,Cafe Barada,36,4.0,Restaurant
614,Cafe Beatrice,66,4.36,Restaurant
615,Cafe Beirut,136,3.75,Restaurant
616,Cafe Bonjour,656,4.5,Restaurant
617,Cafe Break Cafe,0,4.0,Restaurant
618,Cafe Corner,0,4.0,Restaurant
619,Cafe Costa Del Sol,35,3.5,Restaurant
620,Cafe Crossing,0,4.0,Restaurant
621,Cafe Delulu,0,4.0,Restaurant
622,Cafe Dudley,0,4.0,Restaurant
623,Cafe El Dorado At Till Building,0,4.0,Restaurant
624,Cafe Enterprises,0,4.0,Restaurant
625,Cafe Fiorella,0,4.0,Restaurant
626,Cafe Fixe,0,4.0,Restaurant
627,Cafe G,119,4.0,Restaurant
628,Cafe Gigu,0,4.0,Restaurant
629,Cafe Iterum,26,4.0,Restaurant
630,Cafe Juice Up,0,4.0,Restaurant
631,Cafe Kushco,0,4.0,Restaurant
632,Cafe Landwer,156,4.0,Restaurant
633,Cafe Landwer At The Circle,0,4.0,Restaurant
634,Cafe Luna,1156,4.0,Restaurant
635,Cafe Madeleine,0,4.0,Restaurant
636,Cafe Mami,581,4.5,Restaurant
637,Cafe Mamtaz,0,4.0,Restaurant
638,Cafe Martin West Street,17,5.0,Restaurant
639,Cafe Meridian,0,4.0,Restaurant
640,Cafe Nero,0,4.0,Restaurant
641,Cafe Orient Heights,0,4.0,Restaurant
642,Cafe Pamplona,0,4.0,Restaurant
643,Cafe Polonia,520,4.5,Restaurant
644,Cafe Porto Bello,179,4.0,Restaurant
645,Cafe Quattro,73,4.4,Restaurant
646,Cafe Rustica,37,4.06,Restaurant
647,Cafe Sauvage,97,4.0,Restaurant
648,Cafe Sol Azteca,98,3.5,Restaurant
649,Cafe St Petersburg,107,4.0,Restaurant
650,Cafe Sulmona,0,4.0,Restaurant
651,Cafe Sushi Shoten,776,4.0,Restaurant
652,Cafe Weekend,133,4.5,Restaurant
653,Cafef Nero,0,4.0,Restaurant
654,Cafef Strega,0,4.0,Restaurant
655,Cafefe Del Mare,16,4.25,Restaurant
656,Cafefe Nero,0,4.0,Restaurant
657,Cafenation,0,4.0,Restaurant
658,Cafeteria,2,2.0,Restaurant
659,Cafeteria La Reina,0,4.0,Restaurant
660,Cajun Window,3,3.5,Restaurant
661,Cakes To Remember,0,4.0,Restaurant
662,California Pizza Kitchen,0,4.0,Restaurant
663,Cambridge Brewing Company,0,4.0,Restaurant
664,Cambridge Common,455,4.0,Restaurant
665,Cambridge House Of Pizza,14,3.8,Restaurant
666,Cambridge Pizzeria,60,4.0,Restaurant
667,Cambridge Side,3,4.5,Restaurant
668,Camden Food,0,4.0,Restaurant
669,Canary Square,0,4.0,Restaurant
670,Cancun Restaurant,0,4.0,Restaurant
671,Candn Pizza,49,4.0,Restaurant
672,Candn Pizza And Grill,0,4.0,Restaurant
673,Cands Tavern,0,0.0,Restaurant
674,Cannonball Cafe,33,4.5,Restaurant
675,Cantina Brasil,0,4.0,Restaurant
676,Cantina La Mexicana,0,4.0,Restaurant
677,Canton Eatery,39,3.4,Restaurant
678,Canton House,24,2.85,Restaurant
679,Cape Cod Shellfish And Seafood,0,4.0,Restaurant
680,Capitol Creamery - Richards Ice Cream,0,4.0,Restaurant
681,Capiz Bar,0,4.0,Restaurant
682,Capiz Lounge,5,3.83,Restaurant
683,Capo,0,4.0,Restaurant
684,Capo Restaurant,498,3.5,Restaurant
685,Cappy's 2 On Huntington Avenue,0,4.0,Restaurant
686,Cappy's Pizza,5,4.0,Restaurant
687,Cappy's Pizza And Subs,7,3.86,Restaurant
688,Caprese Cafe And Pizzeria,0,4.0,Restaurant
689,Captain Dusty's Ice Cream,0,4.0,Restaurant
690,Car Rental Cambridge,2,5.0,Car Rental
691,Car Rental Center - Airport Boston,1,2.0,Car Rental
692,Car Rental Center Boston,1,3.0,Car Rental
693,Car Trawler,1,2.0,Car Rental
694,Caramel French Patisserie,0,4.0,Restaurant
695,Caribbean Flavors,9,3.2,Restaurant
696,Caribe Restaurant,6,3.2,Restaurant
697,Carla's Gourmet,1,5.0,Restaurant
698,Carlo's Cucina Italiana,574,4.38,Restaurant
699,Carmelina's,3169,4.5,Restaurant
700,Carmella's Market,46,4.5,Restaurant
701,Carney's In Mc Elroy Dining Hall,2,2.5,Restaurant
702,Carol's Cafe,0,4.0,Restaurant
703,Carolicious,41,4.5,Restaurant
704,Caroni,0,4.0,Restaurant
705,Carrie Nation Cocktail Club,24,3.97,Restaurant
706,Carroll's,0,4.0,Restaurant
707,Carroll's Steak And Seafood Grill,0,4.0,Restaurant
708,Carrolls Resturant,0,4.0,Restaurant
709,Carry Hill,0,4.0,Restaurant
710,Casa B,0,4.0,Restaurant
711,Casa Blanca Pastry,3,3.83,Restaurant
712,Casa Bonita Mexican Grill,3,3.5,Restaurant
713,Casa Caa,43,3.75,Restaurant
714,Casa Colombia,0,4.0,Restaurant
715,Casa Do Galo,0,4.0,Restaurant
716,Casa Elena,0,4.0,Restaurant
717,Casa Mariachi,0,4.0,Restaurant
718,Casa Real,0,4.0,Restaurant
719,Casa Romero,0,4.0,Restaurant
720,Casa Tequila,22,3.93,Restaurant
721,Casa Verde,243,3.5,Restaurant
722,Casa Verde Taqueria,0,4.0,Restaurant
723,Casablanca House Of Pastries,0,4.0,Restaurant
724,Casey's,21,4.19,Restaurant
725,Cataldos Pizza,0,4.0,Restaurant
726,Catalyst Restaurant,33,3.96,Restaurant
727,Cathedral Station,0,4.0,Restaurant
728,Catrachos International Restaurant,11,4.0,Restaurant
729,Catrachos Restaurant,0,4.0,Restaurant
730,Causeway Bar,0,4.0,Restaurant
731,Cava,69,4.05,Restaurant
732,Cavan Cafe,0,4.0,Restaurant
733,Celebrity Pizza And Dairy Bar,94,4.0,Restaurant
734,Celeste,219,4.5,Restaurant
735,Celia's Ii Restaurant,18,4.0,Restaurant
736,Celia's Restaurant,0,4.0,Restaurant
737,Center Bar,0,4.0,Restaurant
738,Center For Health And The Global Environment,0,4.0,Restaurant
739,Centre Street Cafe,0,4.0,Restaurant
740,Cesaria,115,4.0,Restaurant
741,Cest Bon,0,4.0,Restaurant
742,Ceva Food,0,4.0,Restaurant
743,Cha Feo,0,4.0,Restaurant
744,Cha Yen Thai Cookery,429,4.5,Restaurant
745,Chacho's Pizza And Subs,0,4.0,Restaurant
746,Chai Bar,1,5.0,Restaurant
747,Chalawan,202,4.5,Restaurant
748,Champions Cafe,4,4.38,Restaurant
749,Chang Sho,0,4.0,Restaurant
750,Changsho,39,3.94,Restaurant
751,Channel Fish Co.,0,4.0,Restaurant
752,Charles River Speedway,1,5.0,Restaurant
753,Charlestown Cafe And Restaurant,0,4.0,Restaurant
754,Charlestown Tea And Treats,0,4.0,Restaurant
755,Charley's Philly Steaks,0,4.0,Restaurant
756,Charlie's House Of Pizza,0,4.0,Restaurant
757,Charlie's Kitchen,0,4.0,Restaurant
758,Charlie's Sandwich Shoppe,0,4.0,Restaurant
759,Chart House,0,4.0,Restaurant
760,Chatime,0,4.0,Restaurant
761,Chau Bakery,14,4.0,Restaurant
762,Chau Chow Chinese Dim Sum And Seafood Restaurant,154,3.0,Restaurant
763,Chau Chow Restaurant,0,4.0,Restaurant
764,Che Empanada,17,5.0,Restaurant
765,Checkmate Cafe,0,4.0,Restaurant
766,Cheeky Monkey Brewing,284,4.0,Restaurant
767,Cheers,209,3.91,Restaurant
768,Cheese Meet Wine,0,4.0,Restaurant
769,Chef Chang's On Back Bay,0,4.0,Restaurant
770,Chef Lee Catering,0,4.0,Restaurant
771,Chef Love Cuisine Boston,0,4.0,Restaurant
772,Chelsea Station,0,4.0,Restaurant
773,Chelsea Station Restaurant Bar And Lounge,358,4.0,Restaurant
774,Chelsea Tipico,7,3.0,Restaurant
775,Chelsea Walk Pub,0,4.0,Restaurant
776,Chen Pao,0,4.0,Restaurant
777,Chez Casa,58,5.0,Restaurant
778,Chic Chick,0,4.0,Restaurant
779,Chicago Pizza,0,4.0,Restaurant
780,Chick-Fil-A,0,4.0,Restaurant
781,Chickadee,248,4.5,Restaurant
782,Chicken And Rice Guys,1,5.0,Restaurant
783,Chiharu,147,4.4,Restaurant
784,Chilacates,4,4.13,Restaurant
785,Chilacates Mexican Street Food,180,4.25,Restaurant
786,Chili's,117,3.0,Restaurant
787,Chili's Grill And Bar,0,4.0,Restaurant
788,Chilin,0,0.0,Restaurant
789,Chill On Park,0,4.0,Restaurant
790,Chilli Garden,273,4.0,Restaurant
791,Chilli Hot Pot,0,4.0,Restaurant
792,China City,0,3.2,Restaurant
793,China Delight,0,4.0,Restaurant
794,China Garden Restaurant,0,4.0,Restaurant
795,China Pagoda,0,4.0,Restaurant
796,China Rainbow,22,4.0,Restaurant
797,China Roma,0,4.0,Restaurant
798,China Sea Restaurant,15,4.0,Restaurant
799,China Sky Restaurant,31,3.67,Restaurant
800,China Station,68,4.0,Restaurant
801,Chinatown Cafe,106,4.0,Restaurant
802,Chinatown Express,46,3.5,Restaurant
803,Chinese Dragon,74,3.4,Restaurant
804,Chinese Food Restaurant,0,4.0,Restaurant
805,Chinese Food Truck,0,4.0,Restaurant
806,Chinese Institute-Language,0,4.0,Restaurant
807,Chinese Kick Boxing Club,0,4.0,Restaurant
808,Chinese Spaghetti Factory,0,4.0,Restaurant
809,Chinese Young Pro Networking,0,4.0,Restaurant
810,Chipolte Mexican Grill,0,4.0,Restaurant
811,Chipotle Mexican Grill,11,3.83,Restaurant
812,Chocho's,0,4.0,Restaurant
813,Chriscillas Restaurant,0,4.0,Restaurant
814,Christina's Homemade Ice Cream,0,4.0,Restaurant
815,Christina's Pizz,0,4.0,Restaurant
816,Christina's Pizza,53,4.0,Restaurant
817,Christo's Sandwich Shop,0,0.0,Restaurant
818,Christos Pizzeria,0,4.0,Restaurant
819,Chuck E. Cheese's,0,4.0,Restaurant
820,Chulo Fine Indian Cuisine,2,4.5,Restaurant
821,Chulo Restaurant And Bar,171,4.5,Restaurant
822,Chung Shin Yuan,120,3.7,Restaurant
823,Chung Wah,0,4.0,Restaurant
824,Chung Wah Restaurant,23,3.0,Restaurant
825,Chung-Shin Yuan,0,4.0,Restaurant
826,Ciao Pizza And Pasta,0,4.0,Restaurant
827,Ciao! Pizza And Pasta,1005,5.0,Restaurant
828,Cicada Cafe Bar,83,4.3,Restaurant
829,Cinco De Mayo,0,4.0,Restaurant
830,Cinderella's Bar And Restaurant,0,4.0,Restaurant
831,Cisco Brew Pub,0,4.0,Restaurant
832,Citizen Public House,0,4.0,Restaurant
833,Citizen Public House And Oyster Bar,717,3.5,Restaurant
834,Citra Fresh Cafe,6,4.5,Restaurant
835,Citrus And Salt,845,4.0,Restaurant
836,City Bar,0,4.0,Restaurant
837,City Feed And Supply,32,3.92,Restaurant
838,City Feed On Centre,0,4.0,Restaurant
839,City Fresh Foods,0,4.0,Restaurant
840,City Girl Cafe,0,4.0,Restaurant
841,City Side Bar And Grill,0,4.0,Restaurant
842,City Side Tavern,421,3.0,Restaurant
843,City Slicker Cafe,0,4.0,Restaurant
844,City Table,0,4.0,Restaurant
845,City Tap House,628,4.0,Restaurant
846,City Winery,0,4.0,Restaurant
847,City Works,0,4.0,Restaurant
848,City Works - Watertown,200,4.0,Restaurant
849,City Works Eatery And Pour House,0,4.0,Restaurant
850,Cityside Tavern,0,4.0,Restaurant
851,Civility Social House,13,3.5,Restaurant
852,Classic Pizza,0,4.0,Restaurant
853,Classics Uptown,0,4.0,Restaurant
854,Clay Pot Cafe,459,4.0,Restaurant
855,Clear Flour Bread,0,4.0,Restaurant
856,Clerys,0,4.0,Restaurant
857,Clink,434,3.5,Restaurant
858,Cloud And Spirits,49,4.0,Restaurant
859,Clover,0,4.0,Restaurant
860,Clover Food Lab,103,4.11,Restaurant
861,Clover Food Truck,0,4.0,Restaurant
862,Club Cafe,0,4.0,Restaurant
863,Club Lido,0,4.0,Restaurant
864,Club Passim,0,4.0,Restaurant
865,Coast Cafe,0,4.0,Restaurant
866,Coastie Joes,0,4.0,Restaurant
867,Cobble,13,5.0,Restaurant
868,Cocina Abreu,0,4.0,Restaurant
869,Coco Leas,0,4.0,Restaurant
870,Coco Ramen,34,4.0,Restaurant
871,Coconut Cafe,0,4.0,Restaurant
872,Coconut Newton,44,4.0,Restaurant
873,Cocorico Boulangerie,11,4.0,Restaurant
874,Cold-Cut Factory,0,4.0,Restaurant
875,Colette Wine Bistro,80,4.0,Restaurant
876,Colleen's,0,4.0,Restaurant
877,Colleen's Ice Cream And Sandwich,0,4.0,Restaurant
878,Colleen's Ice Cream And Sandwich Shop,117,3.0,Restaurant
879,Com-Pro Real Estate Services,0,4.0,Restaurant
880,Comella's,114,3.5,Restaurant
881,Comella's Restaurant,99,3.0,Restaurant
882,Comellas,0,4.0,Restaurant
883,Comfort Kitchen,33,4.5,Restaurant
884,Committee,820,4.0,Restaurant
885,Common Ground Cafe Roasters,177,4.5,Restaurant
886,Common Ground Cafe Roasters @ Pioneer,6,4.5,Restaurant
887,Commonwealth,0,4.0,Restaurant
888,Commonwealth Bay,0,4.0,Restaurant
889,Commonwealth Restaurant And Market,334,3.5,Restaurant
890,Companions,37,3.5,Restaurant
891,Compliments Food,0,4.0,Restaurant
892,Concord Avenue Cafe,35,4.0,Restaurant
893,Condesa,72,3.5,Restaurant
894,Condesa Restaurante And Tequila Bar,0,4.0,Restaurant
895,Condesa Restaurante Mexicano,0,4.0,Restaurant
896,Conley's,0,4.0,Restaurant
897,Conley's Pub And Grill,139,3.5,Restaurant
898,Connolly's Pub,72,3.25,Restaurant
899,Constitution Lobster Clambake,1,5.0,Restaurant
900,Consulado Express,0,4.0,Restaurant
901,Contessa,352,4.0,Restaurant
902,Continental Bakery,0,4.0,Restaurant
903,Coogan's,0,4.0,Restaurant
904,Cook Newton,0,4.0,Restaurant
905,Coolidge Corner Clubhouse,0,4.0,Restaurant
906,Coop Cafe,0,4.0,Restaurant
907,Coppa,0,4.0,Restaurant
908,Coppa Enoteca,1001,4.0,Restaurant
909,Coquette,23,3.92,Restaurant
910,Cordon Bleu,0,4.0,Restaurant
911,Coreanos,0,4.0,Restaurant
912,Coreanos Allston,573,4.5,Restaurant
913,Corner Cafe,0,4.0,Restaurant
914,Corner Cafe Newton,49,4.0,Restaurant
915,Corner Tavern,302,4.0,Restaurant
916,Cornish Pasty,0,4.0,Restaurant
917,Cornucopia Foods,0,4.0,Restaurant
918,Cornwall's,0,4.0,Restaurant
919,Corporate Offices,0,4.0,Restaurant
920,Corrib Pub And Restaurant,98,3.5,Restaurant
921,Cortes Street,0,4.0,Restaurant
922,Cos,0,4.0,Restaurant
923,Cosi,0,4.0,Restaurant
924,Cosmica,0,4.0,Restaurant
925,Costello's Tavern,0,4.0,Restaurant
926,Costellos Jamaica Plain,0,4.0,Restaurant
927,Cottonwood Cafe,0,4.0,Restaurant
928,Counter,4,3.93,Restaurant
929,Country Kitchen,35,3.17,Restaurant
930,Courthouse Seafood Restaurant,226,4.0,Restaurant
931,Courtside Restaurant,0,4.0,Restaurant
932,Courtside Sports Pub,0,4.0,Restaurant
933,Cousins Maine Lobster - Boston,53,4.0,Restaurant
934,Crab Du Jour Xpress Cajun Seafood,7,2.5,Restaurant
935,Cram Seafood Company,18,4.0,Restaurant
936,Cranberry Cafe,0,4.0,Restaurant
937,Crave,16,5.0,Restaurant
938,Crazy Dough's Pizza,87,3.0,Restaurant
939,Crazy Good Kitchen - Newbury,155,4.0,Restaurant
940,Crispy Crpes Cafe,210,4.0,Restaurant
941,Crispy Dough Pizzeria,0,4.0,Restaurant
942,Cristian Latin,10,5.0,Restaurant
943,Crown Cafe,47,4.33,Restaurant
944,Crown Fried Chicken,3,4.0,Restaurant
945,Crown Fried Chicken And Pizza,22,2.5,Restaurant
946,Crying Thaiger,381,4.5,Restaurant
947,Csmica,132,4.0,Restaurant
948,Ct Sweet Kingdom,0,4.0,Restaurant
949,Cubist Circle,2,4.5,Restaurant
950,Cucchiello's Bakery,0,4.0,Restaurant
951,Culinary Arts Bistro Somerville,0,4.0,Restaurant
952,Cunard Tavern,176,3.55,Restaurant
953,Cupcakes On Centre,0,4.0,Restaurant
954,Cupcakory,0,4.0,Restaurant
955,Cupola,0,4.0,Restaurant
956,Cuppacafe,0,4.0,Restaurant
957,Curds And Co,0,4.0,Restaurant
958,Curio Cafe,16,4.03,Restaurant
959,Curly's Restaurant,43,4.5,Restaurant
960,Curry Express,0,4.0,Restaurant
961,Curry House,0,4.0,Restaurant
962,Cut 21,50,4.5,Restaurant
963,Cutty's,370,4.0,Restaurant
964,D And A Pizza,0,4.0,Restaurant
965,D And D Pizza And Subs,0,4.0,Restaurant
966,D And D Restaurant,0,4.0,Restaurant
967,D And J Restaurant,0,4.0,Restaurant
968,D BENNYS SUBS AND MORE,0,4.0,Restaurant
969,D Coal Pot,43,4.5,Restaurant
970,D N Provisions Boston,0,4.0,Restaurant
971,DA BOMB BBQ,0,4.0,Restaurant
972,DAKZEN,530,4.0,Restaurant
973,DIG,148,4.0,Restaurant
974,Da Coopas Pizza,0,4.0,Restaurant
975,Da Coopas Pizza And Subs,97,3.5,Restaurant
976,Da La Posta,61,4.5,Restaurant
977,Da Laposta,0,4.0,Restaurant
978,Daa Restaurant Group,0,4.0,Restaurant
979,Dacoopa Subs And Pizza,0,4.0,Restaurant
980,Daddy Jones,185,4.0,Restaurant
981,Dado Tea,0,4.0,Restaurant
982,Daedalus,0,4.0,Restaurant
983,Daily Catch Restaurant,0,4.0,Restaurant
984,Daily Catch Waterfront,0,4.0,Restaurant
985,Dairy Delight,0,4.0,Restaurant
986,Dairy Witch Ice Cream,0,4.0,Restaurant
987,Daka Restaurants Lesley Collge,0,4.0,Restaurant
988,Dakzen,0,4.0,Restaurant
989,Dali Restaurant And Tapas Bar,727,4.0,Restaurant
990,Daniel's Bakery,0,4.0,Restaurant
991,Danish Pastry House,0,4.0,Restaurant
992,Dar Hee Restaurant,15,3.67,Restaurant
993,Darbar,0,4.0,Restaurant
994,Darryl's Corner Bar And Kitchen,52,3.97,Restaurant
995,Darul Kabab,0,4.0,Restaurant
996,Darul Kabab Halal Cuisine,0,4.0,Restaurant
997,Darwin's,0,4.0,Restaurant
998,Dash Cafe,106,4.25,Restaurant
999,Dates And Olives,0,4.0,Restaurant
1000,Dave's Fresh Pasta,791,4.44,Restaurant
1001,Davio's,649,4.0,Restaurant
1002,Davios,0,4.0,Restaurant
1003,Davios Northern Italia,0,4.0,Restaurant
1004,Davis Square Hand Crafted Donuts And Bagels,0,4.0,Restaurant
1005,Davis Square Pizza And Subs,0,4.0,Restaurant
1006,Davis Station Food,0,4.0,Restaurant
1007,Dayib Cafe,11,4.0,Restaurant
1008,Dbar,296,4.0,Restaurant
1009,Dbenny's Pizza,0,4.0,Restaurant
1010,De No's Pizza And Subs,0,4.0,Restaurant
1011,Deadwood Cafe And Brewery,0,4.0,Restaurant
1012,Dear Annie,0,4.0,Restaurant
1013,Deb's Diner,169,4.5,Restaurant
1014,Decca,0,4.0,Restaurant
1015,Deck 12,0,4.0,Restaurant
1016,Deep Cuts,13,4.5,Restaurant
1017,Del Frisco S Restaurant Group,0,4.0,Restaurant
1018,Del Frisco's Double Eagle Steakhouse,111,3.95,Restaurant
1019,Del Valle Restaurant,0,4.0,Restaurant
1020,Delfino,332,4.0,Restaurant
1021,Delfino Restaurant,0,4.0,Restaurant
1022,Deli House,0,4.0,Restaurant
1023,Delicias Colombianas,0,4.0,Restaurant
1024,Delicias De Montecristo,9,3.5,Restaurant
1025,Delicias Dominicanas,0,4.0,Restaurant
1026,Delicias Restaurant,2,4.0,Restaurant
1027,Delicious And Company,0,4.0,Restaurant
1028,Delicious Brown Jug,0,4.0,Restaurant
1029,Delicious Yogurt,0,4.0,Restaurant
1030,Delini Gelato,0,4.0,Restaurant
1031,Delops,0,4.0,Restaurant
1032,Deluxe Town Diner,765,4.0,Restaurant
1033,Demaino's Restaurant,84,3.5,Restaurant
1034,Demet's Donuts,0,4.0,Restaurant
1035,Democracy Brewing,290,4.0,Restaurant
1036,Democracy Brewing Company,0,4.0,Restaurant
1037,Demos Restaurant,0,4.0,Restaurant
1038,Dempsey's Breakfast And Lunch,76,4.0,Restaurant
1039,Deno's Pizza And Subs,36,3.5,Restaurant
1040,Derby Lanes,0,4.0,Restaurant
1041,Desfina Restaurant,265,4.0,Restaurant
1042,Deuxave,0,4.0,Restaurant
1043,Devlin's,315,3.67,Restaurant
1044,Di Blasis,0,4.0,Restaurant
1045,Di Pietro's Pizzeria,0,4.0,Restaurant
1046,Diane's Bakery,0,4.0,Restaurant
1047,Diblasi Cold Cut Center,0,4.0,Restaurant
1048,Diblasi's Subs,55,4.0,Restaurant
1049,Diesel Cafe,0,4.0,Restaurant
1050,Dig,0,4.0,Restaurant
1051,Dillon's,0,4.0,Restaurant
1052,Dimi's Place,104,4.0,Restaurant
1053,Dimino's Sub Sandwiches,0,4.0,Restaurant
1054,Dimitrio's Pizza And Wings,0,4.0,Restaurant
1055,Dimitrios Cuisine,0,4.0,Restaurant
1056,Dina's Roast Beef And Seafood,0,4.0,Restaurant
1057,Dina's Roast Beef Pizza And Seafood,45,3.0,Restaurant
1058,Dine Boston,0,4.0,Restaurant
1059,Dine Boston Bar And Grill,0,4.0,Restaurant
1060,Dings Kitchen,25,3.5,Restaurant
1061,Dinos Pizza And Subs,0,4.0,Restaurant
1062,Dire Wolf Tavern,19,3.5,Restaurant
1063,Dirty Water Dough,41,4.0,Restaurant
1064,District 118 Kitchen And Bar,260,4.0,Restaurant
1065,District Kitchen,303,4.0,Restaurant
1066,Dj Market And Deli,0,4.0,Restaurant
1067,Dj's European Market And Delicatessen,0,4.0,Restaurant
1068,Dj's Market,66,4.5,Restaurant
1069,Doa Habana,253,3.68,Restaurant
1070,Dockside Restaurant,0,4.0,Restaurant
1071,Dogwood Cafe,0,4.0,Restaurant
1072,Dokya Thai Restaurant,0,4.0,Restaurant
1073,Dolce Vita Cafe,0,4.0,Restaurant
1074,Dollar Car Rental,25,2.17,Car Rental
1075,Dolma Mediterranean Cuisine,16,4.3,Restaurant
1076,Dolphin Bay,568,4.5,Restaurant
1077,Dom's Sausage Co,0,4.0,Restaurant
1078,Domincan Food,0,4.0,Restaurant
1079,Domino's Pizza,6,3.79,Restaurant
1080,Don Julio Restaurant,115,4.5,Restaurant
1081,Don Tequeno And Dona Arepa,8,5.0,Restaurant
1082,Donna's Cakes,0,4.0,Restaurant
1083,Donna's Restaurant,179,4.0,Restaurant
1084,Donohue's Bar And Grill,176,4.0,Restaurant
1085,Donut Villa - Arlington,27,3.5,Restaurant
1086,Donut Villa Diner,17,3.95,Restaurant
1087,Donuts With A Difference,0,4.0,Restaurant
1088,Dora Taqueria,16,4.0,Restaurant
1089,Dorchester Brewing Company,0,4.0,Restaurant
1090,Dorset Hall,300,3.0,Restaurant
1091,Dosa N Curry,0,4.0,Restaurant
1092,Dot Cafe,36,4.5,Restaurant
1093,Dot Tavern,0,4.0,Restaurant
1094,Dotty And Ray's,88,4.5,Restaurant
1095,Dotty And Ray's Lunch,0,4.0,Restaurant
1096,Double Chin,583,3.5,Restaurant
1097,Double J Hospitality,0,4.0,Restaurant
1098,Dough East Boston,0,4.0,Restaurant
1099,Doughboy Donuts And Deli,0,4.0,Restaurant
1100,Douzo,0,4.0,Restaurant
1101,Dovetail,0,4.0,Restaurant
1102,Down At The Rink,3,3.67,Restaurant
1103,Down Home Delivery,0,4.0,Restaurant
1104,Down Home Delivery And Catering,155,3.0,Restaurant
1105,Downeast Cider House,0,4.0,Restaurant
1106,Dp Saigon Subs,24,4.5,Restaurant
1107,Dparma East Boston,0,4.0,Restaurant
1108,Dparma Restaurant,128,3.82,Restaurant
1109,Draft,5,3.5,Restaurant
1110,Dragon Bowl,0,4.0,Restaurant
1111,Dragon Chef,45,3.36,Restaurant
1112,Dragon Chef East,0,4.0,Restaurant
1113,Dragon Pizza,0,4.0,Restaurant
1114,Dragon Star Chinese Restaurant,66,3.67,Restaurant
1115,Drifter's Tale,0,4.0,Restaurant
1116,Drink Stir,47,4.5,Restaurant
1117,Drinking Fountain,0,4.0,Restaurant
1118,Drive By Pies,0,4.0,Restaurant
1119,Drive-By Pies,42,5.0,Restaurant
1120,Dry Dock Cafe,0,4.0,Restaurant
1121,Drydock Cafe,72,4.0,Restaurant
1122,Dryft,219,4.0,Restaurant
1123,Dube's,156,4.0,Restaurant
1124,Dublin House,14,3.6,Restaurant
1125,Ducali Pizzeria And Bar,0,4.0,Restaurant
1126,Dudley Cafe,30,4.0,Restaurant
1127,Dumpling Cafe,0,4.0,Restaurant
1128,Dumpling Daughter - Cambridge,125,3.0,Restaurant
1129,Dumpling House,462,3.92,Restaurant
1130,Dumpling Kingdom,0,4.0,Restaurant
1131,Dumpling Kitchen,126,2.5,Restaurant
1132,Dumpling Palace,509,3.0,Restaurant
1133,Dumpling Xuan,160,4.5,Restaurant
1134,Dunkin' Donuts,3,4.5,Restaurant
1135,Dunster Grill,0,4.0,Restaurant
1136,Durty Nelly's,0,4.0,Restaurant
1137,Dw Brewpub,30,2.5,Restaurant
1138,E-Shum Chinese Takeout Restaurant,0,4.0,Restaurant
1139,E. Umi Sushi,0,4.0,Restaurant
1140,EDU AND BENS BAKERY TAKEOUT,0,4.0,Restaurant
1141,EVOO RESTAURANT,426,3.5,Restaurant
1142,Eagle Hill Cafe,32,4.5,Restaurant
1143,Eagle's Deli,116,3.88,Restaurant
1144,Earls Kitchen + Bar,855,3.87,Restaurant
1145,East Boston House Of Pizza,0,4.0,Restaurant
