Name,Review Count,Ratings,Bike Station Id,Category
All Spice,4,4.5,76,"['mideastern', 'coffee', 'breakfast_brunch']"
Franklin Cafe,543,4.0,76,"['lounges', 'newamerican', 'cocktailbars']"
Cafe Quattro,91,4.5,76,"['pizza', 'italian']"
Doña Habana,398,3.5,76,"['cuban', 'desserts', 'salad']"
South Bay Cafe,2,5.0,76,"['newamerican', 'salad', 'soup']"
Gigi,30,4.5,76,"['italian', 'cocktailbars']"
Oleana Restaurant,1738,4.5,77,['mediterranean']
Judy's Bay,86,4.5,77,"['seafood', 'japanese', 'panasian']"
Mae Asian Eatery,255,4.5,77,"['thai', 'chinese', 'vietnamese']"
Little Donkey,934,4.0,77,"['tapasmallplates', 'bars', 'seafood']"
bōm dough,52,4.5,77,"['brazilian', 'coffee', 'breakfast_brunch']"
Area Four,1041,4.0,77,"['pizza', 'tradamerican', 'bars']"
Moona,210,4.0,77,['mediterranean']
Vincent's,33,4.5,77,"['wine_bars', 'breakfast_brunch', 'cafes']"
New Republik,7,4.5,77,"['beerbar', 'sandwiches', 'tradamerican']"
Cicada Coffee Bar,139,4.5,77,"['vietnamese', 'cafes']"
Mu Lan,385,4.0,77,"['taiwanese', 'chinese']"
State Park,309,4.0,77,"['newamerican', 'divebars', 'venues']"
Viale,311,4.0,77,"['italian', 'bars', 'tapasmallplates']"
Cloud & Spirits,82,4.0,77,"['newamerican', 'cocktailbars', 'panasian']"
Koreana,847,3.5,77,"['korean', 'japanese', 'bbq']"
Si Cara,54,4.0,77,"['pizza', 'wine_bars', 'tapasmallplates']"
Happy Lamb Hot Pot,441,4.0,77,"['hotpot', 'chinese', 'asianfusion']"
The Smoke Shop BBQ - Kendall Square,683,4.0,77,"['southern', 'bbq', 'whiskeybars']"
Puritan & Company,535,4.0,77,"['newamerican', 'wine_bars']"
The Dial at 907 Main,100,3.5,77,['tradamerican']
Avenue Kitchen + Bar,126,4.5,78,"['beerbar', 'pizza', 'cocktailbars']"
Semolina Kitchen & Bar,212,4.0,78,"['pizza', 'sandwiches', 'bars']"
Saigon Tiger,19,4.5,78,"['vietnamese', 'cafes', 'salad']"
Tsurumen 1000,196,4.5,78,['ramen']
Noor Mediterranean Grill,294,4.5,78,"['mediterranean', 'mideastern', 'salad']"
Rosebud American Kitchen & Bar,681,4.0,78,"['bbq', 'southern', 'bars']"
Ball Square Cafe,1226,4.5,78,"['breakfast_brunch', 'tradamerican']"
DAKZEN,530,4.0,78,['thai']
Tenoch Mexican,306,4.5,78,['mexican']
Posto,1016,4.0,78,"['italian', 'pizza']"
The Painted Burro,982,4.0,78,"['mexican', 'cocktailbars']"
Tu Y Yo,489,4.0,78,"['mexican', 'latin', 'breakfast_brunch']"
Prik Nam Pla,17,4.5,78,['thai']
Cristian Latin,10,5.0,78,['latin']
Urban Hearth,124,4.5,78,"['newamerican', 'bars']"
Sugidama Soba & Izakaya,422,4.0,78,"['noodles', 'izakaya', 'sushi']"
Mint Indian Eatery,164,4.0,78,"['indpak', 'himalayan']"
Dave's Fresh Pasta,904,4.5,78,"['sandwiches', 'pastashops']"
Martsa On Elm,377,4.0,78,"['himalayan', 'seafood', 'buffets']"
Taco Party,273,4.5,78,"['mexican', 'vegan']"
Urban Hearth,124,4.5,79,"['newamerican', 'bars']"
Gustazo Cuban Kitchen & Bar - Cambridge,320,4.5,79,"['cuban', 'tapasmallplates', 'bars']"
DAKZEN,530,4.0,79,['thai']
Rosebud American Kitchen & Bar,681,4.0,79,"['bbq', 'southern', 'bars']"
The Painted Burro,982,4.0,79,"['mexican', 'cocktailbars']"
Saigon Tiger,19,4.5,79,"['vietnamese', 'cafes', 'salad']"
Posto,1016,4.0,79,"['italian', 'pizza']"
Tenoch Mexican,306,4.5,79,['mexican']
Martsa On Elm,377,4.0,79,"['himalayan', 'seafood', 'buffets']"
Sugidama Soba & Izakaya,422,4.0,79,"['noodles', 'izakaya', 'sushi']"
Tsurumen 1000,196,4.5,79,['ramen']
Prik Nam Pla,17,4.5,79,['thai']
Dave's Fresh Pasta,904,4.5,79,"['sandwiches', 'pastashops']"
Waikiki,50,4.5,79,"['hawaiian', 'bubbletea', 'poke']"
Five Horses Tavern,856,4.0,79,"['beerbar', 'newamerican', 'tacos']"
Spoke Wine Bar,254,4.0,79,"['newamerican', 'wine_bars']"
Out of the Blue,268,4.0,79,['seafood']
Shirley,12,4.5,79,['tradamerican']
Boston Burger - Somerville,986,4.0,79,"['burgers', 'sandwiches', 'tradamerican']"
Elm Street Taproom,112,3.5,79,"['tradamerican', 'pubs']"
Area Four,1041,4.0,80,"['pizza', 'tradamerican', 'bars']"
Batifol,38,4.5,80,"['french', 'breakfast_brunch', 'wine_bars']"
Mae Asian Eatery,255,4.5,80,"['thai', 'chinese', 'vietnamese']"
Shy Bird,231,3.5,80,"['salad', 'breakfast_brunch', 'sandwiches']"
Sumiao Hunan Kitchen,423,4.0,80,"['chinese', 'asianfusion', 'noodles']"
The Smoke Shop BBQ - Kendall Square,683,4.0,80,"['southern', 'bbq', 'whiskeybars']"
State Park,309,4.0,80,"['newamerican', 'divebars', 'venues']"
Sulmona,305,4.0,80,"['pizza', 'italian', 'bars']"
Vester,93,4.0,80,['cafes']
DIG,11,4.0,80,['newamerican']
Clover Food Lab,310,4.0,80,"['sandwiches', 'cafes', 'newamerican']"
Mu Lan,385,4.0,80,"['taiwanese', 'chinese']"
Cava,91,4.0,80,"['mediterranean', 'salad']"
Café Luna,1652,4.0,80,"['coffee', 'sandwiches', 'breakfast_brunch']"
Aceituna Grill,361,4.0,80,"['mideastern', 'mediterranean']"
Dumpling Daughter - Cambridge,125,3.0,80,"['dimsum', 'shanghainese', 'noodles']"
Vincent's,33,4.5,80,"['wine_bars', 'breakfast_brunch', 'cafes']"
Mamaleh's Delicatessen,522,4.0,80,"['delis', 'bagels']"
Saloniki Greek,298,4.0,80,"['greek', 'desserts']"
Legal Sea Foods,516,3.0,80,"['seafood', 'bars', 'sandwiches']"
Giulia,525,4.5,81,"['italian', 'wine_bars', 'cocktailbars']"
Chalawan,202,4.5,81,"['thai', 'indonesian', 'singaporean']"
Toscano,495,4.0,81,['italian']
Forage,144,4.0,81,"['wine_bars', 'cocktailbars', 'newamerican']"
Barcelona Wine Bar,48,4.0,81,"['spanish', 'wine_bars']"
Wusong Road,157,4.0,81,"['chinese', 'tikibars']"
Baraka,149,4.0,81,['mediterranean']
The Abbey,290,4.0,81,"['newamerican', 'cocktailbars', 'pubs']"
Alden & Harlow,1466,4.0,81,"['tradamerican', 'breakfast_brunch']"
moeca,21,4.0,81,['seafood']
Russell House Tavern,2180,4.0,81,"['newamerican', 'pizza', 'cocktailbars']"
Season to Taste,236,4.5,81,['newamerican']
Talulla,91,4.5,81,"['newamerican', 'seafood']"
Source Restaurant,215,4.0,81,"['pizza', 'gastropubs']"
Cambridge Common,759,4.0,81,"['tradamerican', 'bars']"
Grafton Street,703,4.0,81,"['newamerican', 'pubs', 'cocktailbars']"
La Royal,37,3.5,81,"['peruvian', 'seafood', 'latin']"
Yume Ga Arukara,606,4.5,81,"['japanese', 'noodles']"
Cabot Café,4,5.0,81,['cafes']
House of Chang,327,4.0,81,['dimsum']
Gopchang Story,66,4.0,82,['korean']
Paperback Tavern,4,4.5,82,['tradamerican']
Alive & Kicking Lobsters,948,4.5,82,"['seafood', 'sandwiches']"
The Nu Do' Society,73,4.5,82,['panasian']
Bisuteki Japanese Steak House,197,3.0,82,"['japanese', 'sushi', 'steak']"
Dimi's Place,104,4.0,82,"['pizza', 'cafes', 'mediterranean']"
Surya Indian Kitchen,174,4.0,82,"['indpak', 'fooddeliveryservices']"
Riverside Pizza & Seafoods,88,4.0,82,"['pizza', 'seafood', 'burgers']"
Sunset Cantina-Boston,705,3.5,82,"['mexican', 'sportsbars', 'tradamerican']"
Basta Pasta Trattoria,494,4.0,82,"['italian', 'pizza']"
Boathouse 400,9,2.5,82,['seafood']
The Coast Cafe,399,4.0,82,"['soulfood', 'bbq']"
Flour Bakery + Cafe,65,4.0,82,"['bakeries', 'sandwiches', 'desserts']"
Life Alive Organic Cafe Brookline,167,4.0,82,"['vegetarian', 'juicebars', 'salad']"
Brown Sugar Cafe,969,4.0,82,['thai']
Fiya Chicken,151,4.0,82,"['chicken_wings', 'korean']"
Black Sheep Market,6,3.5,82,"['cafes', 'bagels', 'sandwiches']"
Pho Viet's,531,4.0,82,['vietnamese']
Brookline Lunch,581,4.0,82,"['diners', 'mideastern', 'breakfast_brunch']"
Nud Pob Thai Cuisine,377,4.0,82,['thai']
Toro,2453,4.0,83,"['tapas', 'spanish', 'cocktailbars']"
anoush'ella,309,4.5,83,"['lebanese', 'mediterranean', 'armenian']"
The Elephant Walk,270,4.5,83,"['cambodian', 'french', 'cocktailbars']"
Orinoco,626,4.0,83,"['caribbean', 'venezuelan']"
The Salty Pig,1833,4.0,83,"['newamerican', 'italian', 'pizza']"
KAVA neo-taverna,446,4.5,83,"['greek', 'bars']"
Black Lamb,232,4.0,83,"['newamerican', 'seafood', 'cocktailbars']"
Gigi,30,4.5,83,"['italian', 'cocktailbars']"
SRV Boston,535,4.5,83,"['italian', 'wine_bars']"
Coppa Enoteca,1001,4.0,83,"['italian', 'tapasmallplates', 'pastashops']"
Yunnan Kitchen,46,4.0,83,"['szechuan', 'panasian', 'noodles']"
ilona,223,4.0,83,"['bars', 'mediterranean', 'modern_european']"
MIDA - Boston,499,4.5,83,"['italian', 'wine_bars', 'noodles']"
Barcelona Wine Bar South End,1368,4.5,83,"['spanish', 'wine_bars', 'tapasmallplates']"
Five Horses Tavern,519,4.0,83,"['bars', 'tradamerican', 'breakfast_brunch']"
All Spice,4,4.5,83,"['mideastern', 'coffee', 'breakfast_brunch']"
Blunch,520,4.5,83,"['breakfast_brunch', 'coffee', 'sandwiches']"
Myers & Chang,1835,4.0,83,"['asianfusion', 'taiwanese', 'cocktailbars']"
Mike's City Diner,655,4.0,83,['diners']
Mana Escondido Café,100,4.5,83,"['puertorican', 'breakfast_brunch', 'latin']"
Pescador,46,4.5,84,"['seafood', 'desserts', 'cocktailbars']"
SOJUba,490,4.0,84,"['korean', 'lounges']"
Cheeky Monkey Brewing,284,4.0,84,"['brewpubs', 'tradamerican', 'asianfusion']"
The Kenmore,53,4.5,84,"['bars', 'burgers', 'hotdog']"
Audubon Boston,236,4.0,84,"['tradamerican', 'bars']"
Bab Alyemen Boston Restaurant,59,4.5,84,"['arabian', 'mideastern']"
Eventide - Fenway,414,4.0,84,['seafood']
Blue Ribbon Sushi,66,4.0,84,"['japanese', 'sushi', 'steak']"
Tasty Burger,1253,4.0,84,"['burgers', 'hotdog', 'hotdogs']"
Shu Daxia Hot Pot,25,4.0,84,['hotpot']
Nagomi Izakaya,74,4.0,84,"['japanese', 'sushi', 'beer_and_wine']"
Mei Mei Street Kitchen,197,4.5,84,"['catering', 'foodtrucks', 'asianfusion']"
Loretta's Last Call,335,3.5,84,"['southern', 'musicvenues', 'beerbar']"
Futago Udon,445,4.5,84,['japanese']
Citizen Public House & Oyster Bar,717,3.5,84,"['gastropubs', 'whiskeybars', 'seafood']"
Little Whale,37,4.5,84,"['bars', 'seafood']"
Kaju Tofu House,155,3.5,84,['korean']
Café Sauvage,97,4.0,84,"['breakfast_brunch', 'coffee']"
Time Out Market Boston,395,3.5,84,"['cocktailbars', 'desserts', 'newamerican']"
Wow Tikka,26,5.0,84,['indpak']
Row 34,1705,4.0,85,"['newamerican', 'seafood', 'bars']"
Woods Hill Pier 4,200,4.0,85,['newamerican']
City Tap House,628,4.0,85,"['breakfast_brunch', 'newamerican', 'beerbar']"
Mecha Noodle Bar,77,4.0,85,"['noodles', 'bubbletea', 'ramen']"
Committee,820,4.0,85,"['mediterranean', 'greek', 'cocktailbars']"
Nautilus Pier 4,98,4.0,85,"['seafood', 'asianfusion', 'tapasmallplates']"
Yankee Lobster,2084,4.0,85,"['seafoodmarkets', 'seafood']"
Ocean Prime,647,4.0,85,"['seafood', 'steak', 'newamerican']"
Seaport Social,14,3.5,85,"['bars', 'tradamerican']"
Lolita Cocina & Tequila Bar,2288,4.0,85,"['mexican', 'lounges', 'cocktailbars']"
Pete's Dockside,130,4.5,85,"['tradamerican', 'seafood', 'breakfast_brunch']"
Gather,502,3.5,85,"['newamerican', 'bars']"
Mooo Seaport,47,4.5,85,"['steak', 'bars']"
GRECO,120,4.5,85,"['greek', 'salad', 'wraps']"
bartaco Seaport,688,4.0,85,['tacos']
Alma Gaucha,111,4.5,85,"['steak', 'desserts', 'brazilian']"
Kestra,14,4.0,85,['breakfast_brunch']
Miznon,61,4.0,85,"['mideastern', 'mediterranean', 'sandwiches']"
Legal Sea Foods - Harborside,1645,3.5,85,"['seafood', 'bars', 'sandwiches']"
Cocorico Boulangerie,11,4.0,85,"['coffee', 'breakfast_brunch', 'cafes']"
Noodles King,62,4.5,86,"['noodles', 'chinese']"
Laughing Monk Cafe,333,4.5,86,"['sushi', 'thai']"
Milkweed,984,4.0,86,"['newamerican', 'breakfast_brunch', 'cocktailbars']"
Yellow Door Taqueria,11,4.5,86,"['mexican', 'breakfast_brunch']"
The Mission Bar & Grill,373,3.5,86,"['bars', 'newamerican']"
The Squealing Pig,433,3.5,86,"['pubs', 'irish', 'irish_pubs']"
Citra Fresh Cafe,6,4.5,86,['breakfast_brunch']
Mama's Place,190,4.0,86,"['greek', 'burgers', 'salad']"
Lilly's Gourmet Pasta Express,190,4.0,86,['italian']
Chilacates Mexican Street Food,59,4.5,86,['mexican']
Clover Food Lab,135,4.5,86,"['sandwiches', 'cafes', 'newamerican']"
Solid Ground Cafe,90,4.5,86,"['coffee', 'cafes', 'sandwiches']"
Ginger Exchange,37,4.0,86,['asianfusion']
Penguin Pizza,579,3.5,86,"['pizza', 'italian', 'sportsbars']"
Flames Restaurant II,210,3.5,86,['caribbean']
Boloco,126,3.5,86,['newamerican']
Bon Me - Longwood Medical Area,51,3.5,86,"['foodtrucks', 'asianfusion']"
Tavern of Tales,30,4.5,86,"['bars', 'sandwiches']"
Cafe G,119,4.0,86,"['newamerican', 'coffee', 'bars']"
Chulo Fine Indian Cuisine,4,5.0,86,['indpak']
Rail Stop Restaurant & Bar,192,4.0,87,"['newamerican', 'seafood', 'cocktailbars']"
Stockyard Restaurant,447,4.0,87,"['bars', 'seafood', 'steak']"
Birds of Paradise,35,4.0,87,"['cocktailbars', 'sushi']"
Article 24,315,4.0,87,"['bars', 'newamerican', 'sandwiches']"
Brighton Landing Cafe,6,4.0,87,"['newamerican', 'coffee', 'breakfast_brunch']"
American Flatbread,83,4.0,87,"['pizza', 'bowling']"
Mainely Burgers,39,4.0,87,['burgers']
Little Pecan Bistro,99,4.5,87,"['asianfusion', 'latin', 'juicebars']"
Charles River Speedway,1,5.0,87,"['venues', 'food_court']"
Kohi Coffee Company,92,4.0,87,"['coffee', 'bakeries', 'breakfast_brunch']"
Naksan BBQ,137,4.0,87,"['korean', 'bbq']"
Brighton Bodega,243,4.5,87,"['cocktailbars', 'tapasmallplates']"
Turkish Lazuri Cafe,74,4.5,87,"['turkish', 'mediterranean', 'breakfast_brunch']"
Ariana Restaurant,472,4.5,87,['afghani']
Hummus V’ Hummus,4,5.0,87,"['salad', 'mediterranean']"
Tin Tin Buffet Restaurant,196,2.5,87,"['buffets', 'chinese']"
Lone Star Taco Bar,576,4.0,87,"['bars', 'tacos']"
Esperia Grill,502,4.5,87,['greek']
Yoma Boston,358,4.0,87,['burmese']
The Bagel Table,17,3.0,87,"['coffee', 'bagels', 'sandwiches']"
Salt And Stone,105,4.0,88,"['seafood', 'cocktailbars', 'newamerican']"
Civility Social House,13,3.5,88,"['cocktailbars', 'desserts', 'comfortfood']"
Zo Greek,229,4.5,88,"['greek', 'bars']"
Yakitori Totto,51,4.0,88,['japanese']
Mystique Asian Restaurant & Lounge,170,3.5,88,"['sushi', 'asianfusion', 'lounges']"
Fratelli,158,3.5,88,"['italian', 'wine_bars', 'pastashops']"
Rare Steakhouse,181,4.0,88,['steak']
Peruvian Taste,27,5.0,88,"['peruvian', 'desserts', 'breakfast_brunch']"
Red 8,140,3.5,88,"['dimsum', 'cantonese']"
Earls Kitchen + Bar,1378,3.5,88,"['newamerican', 'cocktailbars']"
Garden Cafe,33,3.5,88,"['newamerican', 'breakfast_brunch']"
Southern Kin Cookhouse,1285,4.0,88,"['southern', 'cocktailbars']"
Parla XXI,43,3.5,88,"['cocktailbars', 'tapasmallplates']"
Sabroso Taqueria,79,4.0,88,"['wine_bars', 'tacos', 'beerbar']"
Fuji at Assembly,632,4.0,88,"['sushi', 'salad', 'asianfusion']"
Shake Shack Encore Boston Harbor,14,4.0,88,"['hotdog', 'burgers', 'icecream']"
On Deck,125,3.0,88,"['burgers', 'sportsbars']"
Reflections,2,4.0,88,"['lounges', 'breakfast_brunch', 'tradamerican']"
Totto Ramen,313,3.0,88,['ramen']
The Smoke Shop BBQ - Assembly Row,283,3.5,88,['bbq']
Naksan BBQ,137,4.0,89,"['korean', 'bbq']"
Coreanos Allston,573,4.5,89,"['korean', 'asianfusion', 'mexican']"
Boston Soup Dumplings,11,4.5,89,"['chinese', 'noodles']"
Tasca Restaurant,1071,4.0,89,"['spanish', 'tapas', 'tapasmallplates']"
Harry's Bar & Grill,351,4.0,89,"['bars', 'tradamerican']"
Seoul Soulongtang,591,4.0,89,"['korean', 'soup']"
Seoul Jangteo,156,4.0,89,"['korean', 'chinese', 'noodles']"
Hopewell Bar & Kitchen,274,4.0,89,"['bars', 'newamerican']"
Hao Shi Guang,17,4.5,89,"['chinese', 'seafood']"
The Avenue,426,4.0,89,"['tradamerican', 'beerbar']"
Our Zone,45,4.5,89,['szechuan']
Cafe Weekend,133,4.5,89,"['breakfast_brunch', 'newamerican', 'desserts']"
Turkish Lazuri Cafe,74,4.5,89,"['turkish', 'mediterranean', 'breakfast_brunch']"
Little Pecan Bistro,99,4.5,89,"['asianfusion', 'latin', 'juicebars']"
Lone Star Taco Bar,576,4.0,89,"['bars', 'tacos']"
Lulu's Allston,576,4.0,89,"['newamerican', 'sportsbars', 'breakfast_brunch']"
Kimchipapi Kitchen,260,4.5,89,"['korean', 'poke', 'hotdog']"
The Publick House,1260,4.0,89,"['pubs', 'tradamerican', 'belgian']"
Laughing Monk Cafe,19,4.5,89,['thai']
Rail Stop Restaurant & Bar,192,4.0,89,"['newamerican', 'seafood', 'cocktailbars']"
Next Step Soul Food Cafe,50,4.5,90,"['southern', 'soulfood']"
El Barrio Mexican Grill,329,4.0,90,['mexican']
Tavolo,220,3.5,90,"['italian', 'pizza', 'pastashops']"
Molinari's,272,4.0,90,"['pizza', 'italian', 'sandwiches']"
The Industry,272,3.5,90,"['newamerican', 'steak', 'cocktailbars']"
American Provisions Dorchester,19,4.0,90,"['sandwiches', 'grocery', 'wineries']"
Flames,9,3.5,90,['caribbean']
Via Cannuccia,5,5.0,90,"['breakfast_brunch', 'italian']"
Lucy's American Tavern,454,3.5,90,"['newamerican', 'cocktailbars', 'breakfast_brunch']"
Adams Corner Café & Butcher,15,4.0,90,"['breakfast_brunch', 'butcher']"
JP Roti Shop,41,4.0,90,"['indpak', 'trinidadian']"
Johnny's Pizza & Subs,31,3.5,90,['pizza']
Landmark Public House,98,3.5,90,"['bars', 'tradamerican']"
Raphael's Restaurant,26,3.5,90,"['seafood', 'breakfast_brunch', 'caribbean']"
Canton House,30,2.5,90,['chinese']
Taste of Eden,36,3.5,90,['caribbean']
China Station,68,4.0,90,['chinese']
Billy's Texas Bbq,25,3.0,90,['bbq']
China Sky Restaurant,47,3.5,90,['chinese']
Lala  Restaurant,20,2.5,90,['haitian']
Gustazo Cuban Kitchen & Bar - Cambridge,320,4.5,91,"['cuban', 'tapasmallplates', 'bars']"
Chalawan,202,4.5,91,"['thai', 'indonesian', 'singaporean']"
DAKZEN,530,4.0,91,['thai']
Posto,1016,4.0,91,"['italian', 'pizza']"
Urban Hearth,124,4.5,91,"['newamerican', 'bars']"
Rosebud American Kitchen & Bar,681,4.0,91,"['bbq', 'southern', 'bars']"
The Painted Burro,982,4.0,91,"['mexican', 'cocktailbars']"
Sugar & Spice,782,4.0,91,"['thai', 'vegan', 'gluten_free']"
Yume Ga Arukara,606,4.5,91,"['japanese', 'noodles']"
Tenoch Mexican,306,4.5,91,['mexican']
Colette Wine Bistro,125,4.0,91,"['breakfast_brunch', 'french', 'wine_bars']"
Tampopo,362,4.5,91,['japanese']
The Abbey,290,4.0,91,"['newamerican', 'cocktailbars', 'pubs']"
Yume Wo Katare,990,4.0,91,['ramen']
Saigon Tiger,19,4.5,91,"['vietnamese', 'cafes', 'salad']"
Tsurumen 1000,196,4.5,91,['ramen']
Martsa On Elm,377,4.0,91,"['himalayan', 'seafood', 'buffets']"
Cafe Mami,581,4.5,91,"['japacurry', 'soup', 'comfortfood']"
Baraka,149,4.0,91,['mediterranean']
Soup Shack Porter,87,4.5,91,"['ramen', 'vietnamese', 'thai']"
753 South,108,4.5,92,"['bars', 'tradamerican']"
Sophia's Grotto,393,4.0,92,"['italian', 'spanish']"
Delfino,332,4.0,92,['italian']
Effie's Kitchen,82,4.5,92,['greek']
Napper Tandy's,84,3.5,92,"['irish', 'bars', 'burgers']"
Shaking Seafood,100,4.5,92,['seafood']
Shanti Restaurant - Roslindale,180,4.0,92,['indpak']
Chilacates,17,4.5,92,['mexican']
Fornax Bread Company,181,4.0,92,"['bakeries', 'sandwiches', 'salad']"
Roslindale Fish Market,38,4.5,92,"['seafoodmarkets', 'grocery', 'greek']"
Blue Star Restaurant,102,3.5,92,"['diners', 'breakfast_brunch']"
Mi Finca Mexican Food & Pizzeria,100,3.5,92,"['pizza', 'mexican', 'tradamerican']"
Hong Kong 888 Cafe,139,4.0,92,['chinese']
Rutchada Thai Cuisine,47,4.5,92,['thai']
Village Sushi & Grill,179,3.5,92,"['sushi', 'japanese', 'korean']"
La Taqueria Taco Bar & Grill,246,4.5,92,"['mexican', 'desserts', 'salad']"
Perla Del Sur,7,4.5,92,['restaurants']
Las Palmas Restaurant,16,4.0,92,"['latin', 'spanish', 'dominican']"
Obosá Restaurant,29,4.0,92,['african']
Tony's Market,61,5.0,92,"['grocery', 'delis', 'butcher']"
Mello Vibez,6,5.0,93,"['caribbean', 'salad', 'sandwiches']"
Right Taste Jamaican Restaurant,26,4.0,93,['caribbean']
La Belle Creole Cuisine,9,3.0,93,"['cajun', 'haitian']"
Brothers Deli & Restaurant,46,3.5,93,"['delis', 'breakfast_brunch', 'sandwiches']"
Simco's,119,3.5,93,['hotdog']
Las Vegas Express Restaurant,18,2.5,93,['caribbean']
Golden Krust,35,2.5,93,"['caribbean', 'bakeries']"
Mattapan House of Pizza,46,2.5,93,['pizza']
Toutwel Restaurant,3,3.5,93,['haitian']
Le Foyer Bakery,57,3.0,93,"['bakeries', 'haitian']"
Burger King,12,2.0,93,"['burgers', 'hotdogs']"
Domino's Pizza,73,1.0,93,"['pizza', 'chicken_wings', 'sandwiches']"
Mello Vibez Restaurant,0,0.0,93,"['trinidadian', 'foodstands']"
Edu and Den's Restaurant,0,0.0,93,['hotdogs']
Chalawan,202,4.5,94,"['thai', 'indonesian', 'singaporean']"
The Abbey,290,4.0,94,"['newamerican', 'cocktailbars', 'pubs']"
Giulia,525,4.5,94,"['italian', 'wine_bars', 'cocktailbars']"
Gustazo Cuban Kitchen & Bar - Cambridge,320,4.5,94,"['cuban', 'tapasmallplates', 'bars']"
Baraka,149,4.0,94,['mediterranean']
Yume Ga Arukara,606,4.5,94,"['japanese', 'noodles']"
Barcelona Wine Bar,48,4.0,94,"['spanish', 'wine_bars']"
Tampopo,362,4.5,94,['japanese']
Cafe Mami,581,4.5,94,"['japacurry', 'soup', 'comfortfood']"
Posto,1016,4.0,94,"['italian', 'pizza']"
Colette Wine Bistro,125,4.0,94,"['breakfast_brunch', 'french', 'wine_bars']"
Sugar & Spice,782,4.0,94,"['thai', 'vegan', 'gluten_free']"
Izakaya Ittoku,582,4.0,94,"['sushi', 'tapasmallplates', 'izakaya']"
Soup Shack Porter,87,4.5,94,"['ramen', 'vietnamese', 'thai']"
moeca,21,4.0,94,['seafood']
Yume Wo Katare,990,4.0,94,['ramen']
DAKZEN,530,4.0,94,['thai']
Season to Taste,236,4.5,94,['newamerican']
3 Little Figs,669,4.5,94,"['coffee', 'breakfast_brunch', 'bakeries']"
Cambridge Common,759,4.0,94,"['tradamerican', 'bars']"
Celeste,219,4.5,95,"['peruvian', 'latin', 'seafood']"
Tasting Counter,232,4.5,95,['newamerican']
Juliet,361,4.5,95,"['cafes', 'breakfast_brunch', 'french']"
Carolicious,41,4.5,95,"['venezuelan', 'gluten_free']"
Field & Vine,130,4.5,95,"['newamerican', 'bars', 'raw_food']"
bōm dough,52,4.5,95,"['brazilian', 'coffee', 'breakfast_brunch']"
Koshari Mama,76,4.5,95,"['egyptian', 'kosher', 'sandwiches']"
Dali Restaurant & Tapas Bar,1163,4.0,95,"['spanish', 'tapas', 'beer_and_wine']"
Sarma,1083,4.5,95,"['mideastern', 'tapasmallplates', 'mediterranean']"
Moona,210,4.0,95,['mediterranean']
Himalayan Kitchen,305,4.5,95,"['indpak', 'himalayan']"
Momo N Curry,228,4.0,95,"['himalayan', 'indpak']"
Highland Kitchen,1267,4.0,95,"['newamerican', 'bars', 'breakfast_brunch']"
Machu Picchu,400,4.0,95,['peruvian']
Masala Square Indian Kitchen,100,4.5,95,['indpak']
Fuki Japanese Cuisine,57,4.5,95,"['sushi', 'cocktailbars', 'japanese']"
Machu Chicken,313,4.5,95,['peruvian']
Saus,87,4.0,95,"['vegetarian', 'tradamerican', 'beerbar']"
BARRA,43,3.5,95,"['bars', 'tapasmallplates', 'mexican']"
Buk Kyung,275,3.5,95,"['korean', 'seafood']"
La Bodega,192,4.5,96,"['spanish', 'tapas', 'cocktailbars']"
Ravello Italian Kitchen,84,4.5,96,"['italian', 'wine_bars']"
Base Crave,80,5.0,96,"['asianfusion', 'desserts', 'noodles']"
Greg's Restaurant,142,4.0,96,"['italian', 'tradamerican']"
SOFRA Bakery & Cafe,909,4.0,96,"['mideastern', 'bakeries', 'breakfast_brunch']"
What Da Chick,61,4.5,96,['thai']
Cha Yen Thai Cookery,429,4.5,96,"['thai', 'icecream', 'noodles']"
Uncommon Grounds,356,4.0,96,"['breakfast_brunch', 'sandwiches', 'beverage_stores']"
Deluxe Town Diner,765,4.0,96,"['diners', 'breakfast_brunch', 'burgers']"
The Village Kitchen,146,4.5,96,"['italian', 'pizza', 'halal']"
Hafez House Of Kabobs,60,4.0,96,"['persian', 'mideastern']"
Emilio's Homemade Italian Subs & Dinners,66,4.5,96,"['italian', 'diners', 'sandwiches']"
Donohue's Bar and Grill,176,4.0,96,"['tradamerican', 'sportsbars', 'irish_pubs']"
Red Lentil Vegetarian & Vegan Restaurant,750,4.0,96,"['vegan', 'vegetarian', 'breakfast_brunch']"
Conley's Pub & Grille,139,3.5,96,"['irish', 'pubs', 'tradamerican']"
Alex's Kitchen,60,4.0,96,"['sandwiches', 'brazilian', 'steak']"
Eastern Lamejun Bakers,86,4.5,96,"['bakeries', 'mideastern']"
Shiraz Persian Cuisine,184,3.5,96,"['mideastern', 'persian']"
Celebrity Pizza & Dairy Bar,125,4.0,96,"['icecream', 'pizza', 'seafood']"
Fordee's Falafel & Deli,151,4.0,96,"['mideastern', 'sandwiches', 'falafel']"
Boston Soup Dumplings,11,4.5,97,"['chinese', 'noodles']"
The Avenue,426,4.0,97,"['tradamerican', 'beerbar']"
Seoul Soulongtang,591,4.0,97,"['korean', 'soup']"
Coreanos Allston,573,4.5,97,"['korean', 'asianfusion', 'mexican']"
Hao Shi Guang,17,4.5,97,"['chinese', 'seafood']"
