Name,Bike Station Id,Category
Nick's House of Pizza,59,['Restaurant']
Pini's Pizzeria,59,"['Pizzeria', 'Italian Restaurant']"
The Scoop N Scootery,59,"['Bakery', 'Dessert Shop', 'American Restaurant']"
Tamper,59,"['Café', 'Coffee Shop', 'American Restaurant']"
Espresso Pizza,59,['Pizzeria']
Danish Pastry House,59,"['Bakery', 'Café', 'Restaurant']"
Shirley,59,"['American Restaurant', 'Sandwich Restaurant']"
Mortadella Head,59,"['Pizzeria', 'Italian Restaurant']"
Rose's Restaurant,59,['Chinese Restaurant']
Pnt*Nine Bar Espresso,59,"['Café', 'Coffee Shop', 'Restaurant']"
Boston Burger Company,59,['Restaurant']
Davis Station Food,59,"['Burger Joint', 'Mexican Restaurant']"
Mr Crepe,59,"['Creperie', 'French Restaurant']"
Mike's Restaurant,59,"['American Restaurant', 'Italian Restaurant', 'Vegan and Vegetarian Restaurant']"
Lisas Pizzeria Medford,59,['Restaurant']
Tsurumen Ramen,59,['Ramen Restaurant']
Tsurumen Davis,59,['Ramen Restaurant']
Mediterranean Grill,59,['Mediterranean Restaurant']
Chipotle Mexican Grill,59,"['Fast Food Restaurant', 'Mexican Restaurant']"
Sacco's Bowl-Haven,59,"['Bowling Alley', 'Pizzeria']"
Diesel Café,59,"['Café', 'Coffee Shop', 'Sandwich Restaurant']"
Lyndell's Bakery,59,"['Bakery', 'Restaurant']"
Sugidama,59,['Soba Restaurant']
Los Amigos Taqueria,59,['Tex-Mex Restaurant']
Queens Head Pub,60,"['Night Club', 'Bar', 'Restaurant']"
Lobsta Love,60,"['American Restaurant', 'Street Food Gathering']"
Northwest Science Building,60,"['Coffee Shop', 'Sandwich Restaurant']"
Angelo's Pizza,60,['Pizzeria']
C'est Bon,60,['American Restaurant']
Mr. Bartley's Burger Cottage,60,"['Burger Joint', 'American Restaurant']"
Hong Kong,60,"['Asian Restaurant', 'Cantonese Restaurant']"
J.P. Licks,60,"['Ice Cream Parlor', 'Fast Food Restaurant', 'Kosher Restaurant']"
Santouka Ramen,60,"['Asian Restaurant', 'Ramen Restaurant']"
Otto Pizza,60,['Pizzeria']
Clover Food Lab,60,"['Café', 'Fast Food Restaurant', 'Vegan and Vegetarian Restaurant']"
The Smoke Shop BBQ,60,['BBQ Joint']
Coop Cafe,60,['Restaurant']
Source Cambridge,60,['Pizzeria']
Cafe Pamplona,60,"['Café', 'Diner', 'Spanish Restaurant']"
Square,60,"['BBQ Joint', 'American Restaurant', 'Fast Food Restaurant']"
Club Passim,60,"['Night Club', 'Bar', 'American Restaurant']"
Lizzy's Homemade Ice Cream,60,"['Ice Cream Parlor', 'Restaurant']"
La Creperie,60,"['Creperie', 'French Restaurant']"
Restaurant Associates,60,['Restaurant']
Russell House Tavern,60,"['Gastropub', 'Pizzeria', 'American Restaurant']"
Zinneken's,60,"['Bakery', 'Belgian Restaurant', 'French Restaurant']"
Broadsheet Coffee Roasters,60,"['Coffee Shop', 'Restaurant']"
The Heights,60,['Sandwich Restaurant']
Daedalus,60,"['Bar', 'American Restaurant', 'Mexican Restaurant']"
Wok On Wheels,60,"['Restaurant', 'Street Food Gathering']"
The Sinclair,60,['American Restaurant']
Le's,60,['Vietnamese Restaurant']
Felipe's Mexican Taqueria,60,"['American Restaurant', 'Tex-Mex Restaurant']"
Stoked Pizza Company-Cambridge,60,"['Pizzeria', 'Italian Restaurant']"
Tasty Burger,60,"['Burger Joint', 'American Restaurant']"
Dali Restaurant & Tapas Bar,60,['Tapas Restaurant']
El Jefe's Taqueria,60,['Restaurant']
Alden & Harlow,60,['American Restaurant']
Toscano,60,['Italian Restaurant']
L.A. Burdick Chocolate,60,"['Dessert Shop', 'American Restaurant']"
Grendel's Den,60,['Restaurant']
Pinocchio's Pizza & Subs,60,['Pizzeria']
Harvest,60,['Restaurant']
Boston Tea Stop,60,"['Coffee Shop', 'Tea Room', 'Restaurant']"
Shake Shack,60,"['Burger Joint', 'American Restaurant', 'Fast Food Restaurant']"
"Bonchon Chicken - Cambridge, MA",60,['Korean Restaurant']
Black Sheep Bagel Cafe,60,"['Bagel Shop', 'Café', 'Restaurant']"
Shays Pub & Wine Bar,60,"['Wine Bar', 'American Restaurant']"
Thai Hut,60,['Thai Restaurant']
R. F. O'Sullivan & Son Pub,60,"['Sports Bar', 'Burger Joint', 'American Restaurant']"
Grafton Street,60,"['Bar', 'Gastropub', 'American Restaurant']"
Waypoint,60,"['Bar', 'Pizzeria', 'Seafood Restaurant']"
Charlie's Kitchen,60,"['Dive Bar', 'Burger Joint', 'American Restaurant']"
PARK Cambridge,60,['New American Restaurant']
Irie Jamaican Style Restaurant,61,['Caribbean Restaurant']
Wingz N Thingz,61,['Caribbean Restaurant']
Jerk,61,['Caribbean Restaurant']
One Family Diner,61,['Restaurant']
Cesaria,61,"['African Restaurant', 'Mexican Restaurant', 'Portuguese Restaurant']"
Restaurante Cesaria,61,"['Mexican Restaurant', 'Portuguese Restaurant']"
Pete's Place,61,['Spanish Restaurant']
Pete's Pizza & Seafood,61,"['Pizzeria', 'Seafood Restaurant']"
Dbar,61,['Restaurant']
Terra Terra Restaurant,61,"['Fast Food Restaurant', 'Southern / Soul Food Restaurant']"
Blend,61,"['Music Venue', 'Bar', 'Burger Joint']"
Sai Gon One Restaurant,61,"['Asian Restaurant', 'Cantonese Restaurant', 'Vietnamese Restaurant']"
Fresh Food Generation,61,"['Café', 'American Restaurant']"
Pho Le Restaurant,61,['Restaurant']
Burger King,61,"['Burger Joint', 'Fast Food Restaurant']"
Navarrette Restaurant,61,"['Diner', 'American Restaurant', 'Comfort Food Restaurant']"
Pho Hoa Restaurant,61,['Vietnamese Restaurant']
Nhu Lan Fast Foods,61,"['Fast Food Restaurant', 'Vietnamese Restaurant']"
Bep Bui,61,"['Asian Restaurant', 'Vietnamese Restaurant']"
Pho 2000 Restaurant,61,['Vietnamese Restaurant']
Wagamama,61,['Japanese Restaurant']
Domino's Pizza,61,"['Pizzeria', 'Fast Food Restaurant']"
D'Benny's Pizza,61,['Pizzeria']
Chilli Hot Pot,61,['Restaurant']
D BENNYS SUBS and MORE,61,"['Pizzeria', 'Sandwich Restaurant']"
Neville's Bakery & Restaurant,61,"['Bakery', 'Caribbean Restaurant']"
J & J Irish Pub & Grille,61,"['Bar', 'BBQ Joint', 'Steakhouse']"
Saigon Chicken House,61,['Vietnamese Restaurant']
New York Fried Chicken,61,"['Fried Chicken Joint', 'Pizzeria']"
Shanti - Taste of India,61,['Indian Restaurant']
110 Grill South Bay,61,['American Restaurant']
Toscano Restaurant,61,['Restaurant']
Home.Stead Bakery & Cafe,61,"['Bakery', 'Coffee Shop', 'Sandwich Restaurant']"
Delicias Restaurant,61,"['Caribbean Restaurant', 'Latin American Restaurant', 'Mexican Restaurant']"
Harp & Bard Restaurant,61,['American Restaurant']
Harp &Amp Bard Restau,61,['American Restaurant']
Boston Pizza,61,['Pizzeria']
Ba Le Cafe Field Corner,61,"['Bakery', 'Sandwich Restaurant', 'Vietnamese Restaurant']"
Yuen BBQ,61,"['BBQ Joint', 'Chinese Restaurant']"
50Kitchen,61,['Restaurant']
Chau Bakery,61,"['Bakery', 'Sandwich Restaurant', 'Vietnamese Restaurant']"
Dora Taqueria,61,['Taco Restaurant']
Borinquen Bakery & Cafe,61,"['Bakery', 'Caribbean Restaurant', 'Latin American Restaurant']"
Yang's Dumplings,61,['Dim Sum Restaurant']
Family Affair Restaura,61,"['Caribbean Restaurant', 'Southern / Soul Food Restaurant']"
Chef Love Cuisine Boston,61,['Seafood Restaurant']
Sams Spot,61,['Caribbean Restaurant']
Blue Nile Foods,61,['Restaurant']
Coco Leas,61,"['Café', 'Dessert Shop', 'Restaurant']"
Across The Border Food Truck,61,"['American Restaurant', 'Mexican Restaurant']"
Mitei,62,['Pizzeria']
Catalyst Restaurant,62,"['American Restaurant', 'New American Restaurant']"
Area Four,62,['Restaurant']
Mex Taqueria & Bar,62,"['Cocktail Bar', 'Taco Restaurant', 'Tex-Mex Restaurant']"
Sulmona,62,"['Bar', 'Pizzeria', 'Italian Restaurant']"
Cafe Luna,62,"['Café', 'Gastropub', 'American Restaurant']"
Vester,62,"['Café', 'Coffee Shop', 'Restaurant']"
Cava,62,['Restaurant']
The Black Sheep Restaurant at the Kendall Hotel,62,['Restaurant']
Clover,62,"['Salad Restaurant', 'Sandwich Restaurant', 'Vegan and Vegetarian Restaurant']"
Amelia's Trattoria,62,['Italian Restaurant']
Saloniki Greek,62,"['Dessert Shop', 'Greek Restaurant']"
Oath Pizza,62,['Pizzeria']
The Muddy Charles Pub at MIT,62,"['Pub', 'American Restaurant']"
Mamaleh's,62,"['Coffee Shop', 'Deli', 'Jewish Restaurant']"
Kendall Kitchen,62,"['Pizzeria', 'Italian Restaurant', 'Sandwich Restaurant']"
Bon Me,62,"['Asian Restaurant', 'New American Restaurant', 'Vietnamese Restaurant']"
State Park,62,"['Dive Bar', 'American Restaurant', 'Mexican Restaurant']"
Flour Bakery + Cafe,62,"['Bakery', 'American Restaurant', 'Sandwich Restaurant']"
Cambridge Brewing Company,62,"['Beer Garden', 'Brewery', 'American Restaurant']"
Chipotle Mexican Grill,62,"['Fast Food Restaurant', 'Mexican Restaurant']"
Flour Bakery,62,"['Bakery', 'Restaurant']"
Royal East Restaurant,62,"['Asian Restaurant', 'Cantonese Restaurant', 'Malay Restaurant']"
Mae,62,"['Chinese Restaurant', 'Thai Restaurant', 'Vietnamese Restaurant']"
Tatte Bakery & Cafe,62,"['Bakery', 'Coffee Shop', 'Restaurant']"
Chicago Pizza,62,['Pizzeria']
Cloud & Spirits,62,"['Cocktail Bar', 'Korean Restaurant']"
Mu Lan,62,"['Asian Restaurant', 'Taiwanese Restaurant']"
Naco Taco,62,['Restaurant']
Izzy's Restaurant & Sub Shop,62,"['American Restaurant', 'Caribbean Restaurant', 'Latin American Restaurant']"
Shy Bird,62,"['Café', 'American Restaurant', 'Sandwich Restaurant']"
Aramark Corporation,62,['Restaurant']
Darwin's,62,"['Café', 'Deli', 'Sandwich Restaurant']"
Vincent's,62,"['Wine Bar', 'Café', 'Restaurant']"
Miracle of Science Bar & Grill,62,"['Bar', 'Burger Joint', 'American Restaurant']"
Commonwealth Bay,62,['Restaurant']
Za Restaurant,62,"['Pizzeria', 'American Restaurant']"
Toscanini's Ice Cream,62,"['Coffee Shop', 'Ice Cream Parlor', 'American Restaurant']"
Commonwealth,62,"['American Restaurant', 'Comfort Food Restaurant', 'New American Restaurant']"
New City Microcreamery,62,"['Ice Cream Parlor', 'Restaurant']"
Muku Ramen,62,['Ramen Restaurant']
Fuji at Kendall,62,"['Asian Restaurant', 'Sushi Restaurant']"
Aceituna Cafe,62,"['Café', 'Mediterranean Restaurant', 'Middle Eastern Restaurant']"
Bytes At University Park Mit,62,"['Deli', 'Falafel Restaurant']"
Lord Hobo,62,"['Beer Bar', 'Gastropub', 'American Restaurant']"
Glass House,62,"['Gastropub', 'American Restaurant', 'Seafood Restaurant']"
Plant Pub,62,['Vegan and Vegetarian Restaurant']
McDonald's,62,"['Burger Joint', 'Fast Food Restaurant']"
Jaho Coffee & Tea,63,"['Wine Bar', 'Coffee Shop', 'American Restaurant']"
Kaze Shabu Shabu,63,"['Chinese Restaurant', 'Hotpot Restaurant', 'Korean Restaurant']"
Pho Pasteur,63,['Restaurant']
Caffè Nero,63,"['Café', 'Coffee Shop', 'Restaurant']"
Tatte Bakery & Cafe,63,"['Bakery', 'Pastry Shop', 'Restaurant']"
The Tam,63,"['Night Club', 'Dive Bar', 'Burger Joint']"
El Jefe's Taqueria,63,['Taco Restaurant']
Thinking Cup Coffee,63,"['Café', 'Coffee Shop', 'American Restaurant']"
Bakey,63,"['Bakery', 'Restaurant']"
Rock Bottom Restaurant & Brewery,63,['Restaurant']
Hei La Moon,63,['Dim Sum Restaurant']
George Howell Coffee,63,"['Coffee Shop', 'Restaurant']"
Stillwater,63,"['Cocktail Bar', 'American Restaurant', 'Comfort Food Restaurant']"
Democracy Brewing Company,63,"['Bar', 'Brewery', 'American Restaurant']"
McDonald's,63,"['Burger Joint', 'Fast Food Restaurant']"
J.J. Foley's Bar & Grille,63,"['Dive Bar', 'Pub', 'American Restaurant']"
P.F. Chang's China Bistro,63,['Chinese Restaurant']
Yvonne's,63,"['Lounge', 'American Restaurant', 'New American Restaurant']"
Gracenote Coffee,63,"['Coffee Shop', 'Restaurant']"
Ostra,63,['Restaurant']
Caffe Nero,63,"['Café', 'Coffee Shop', 'Sandwich Restaurant']"
Five Guys Burgers & Fries,63,"['Burger Joint', 'American Restaurant', 'Fast Food Restaurant']"
Figaros,63,"['Deli', 'Pizzeria', 'Sandwich Restaurant']"
Archie's New York Deli,63,"['Deli', 'American Restaurant']"
The Merchant,63,"['Bar', 'American Restaurant', 'New American Restaurant']"
South Street Diner,63,['Diner']
Beantown Pub,63,"['Sports Bar', 'Burger Joint', 'American Restaurant']"
Bistro Du Midi,63,['Restaurant']
Hub Pub,63,"['Cocktail Bar', 'Dive Bar', 'American Restaurant']"
Ogawa Coffee,63,"['Coffee Shop', 'Sandwich Restaurant']"
Elephant & Castle,63,"['Whisky Bar', 'Gastropub', 'American Restaurant']"
Parker's Restaurant,63,['Restaurant']
21st Amendment,63,"['Pub', 'American Restaurant']"
Mooo Beacon Hill,63,['Restaurant']
Emmet&Apos S Pub &Amp,63,"['Pub', 'Burger Joint', 'American Restaurant']"
Carrie Nation Cocktail Club,63,['Restaurant']
Alley Bar,63,"['Pool Hall', 'Gay Bar', 'Restaurant']"
Contessa,63,"['Cocktail Bar', 'Italian Restaurant']"
Parish Cafe & Bar,63,['Restaurant']
Cortes Street,63,['Restaurant']
Mariel,63,['Cuban Restaurant']
Trade,63,"['American Restaurant', 'Mediterranean Restaurant', 'New American Restaurant']"
Tatte Bakery,63,"['Bakery', 'Café', 'Restaurant']"
Paul One Boston Place,63,"['Bakery', 'Café', 'Sandwich Restaurant']"
PLNT Burger,63,"['Burger Joint', 'Fast Food Restaurant', 'Vegan and Vegetarian Restaurant']"
Biddy Early's,63,"['Dive Bar', 'American Restaurant']"
The Oceannaire Seafood Room,63,['Restaurant']
Shore Leave,63,"['Tiki Bar', 'Restaurant']"
Darwin's,64,"['Coffee Shop', 'Sandwich Restaurant']"
Waypoint,64,"['Bar', 'Pizzeria', 'Seafood Restaurant']"
The Cellar,64,"['Bar', 'New American Restaurant']"
Sakana,64,"['Sushi Restaurant', 'Soup Restaurant']"
Dumpling House,64,['Dim Sum Restaurant']
Alive & Kicking Lobsters,64,"['Sandwich Restaurant', 'Seafood Restaurant']"
Coast Cafe,64,"['BBQ Joint', 'American Restaurant', 'Southern / Soul Food Restaurant']"
Pammy's,64,"['American Restaurant', 'French Restaurant', 'Italian Restaurant']"
The Plough and Stars,64,"['Music Venue', 'Pub', 'American Restaurant']"
Zinneken's,64,"['Bakery', 'Belgian Restaurant', 'French Restaurant']"
La Creperie,64,"['Creperie', 'French Restaurant']"
Daedalus,64,"['Bar', 'American Restaurant', 'Mexican Restaurant']"
Cafe Pamplona,64,"['Café', 'Diner', 'Spanish Restaurant']"
Pai Kin Kao,64,"['Ramen Restaurant', 'Noodle Restaurant', 'Thai Restaurant']"
Santouka Ramen,64,"['Asian Restaurant', 'Ramen Restaurant']"
Hong Kong,64,"['Asian Restaurant', 'Cantonese Restaurant']"
Mr. Bartley's Burger Cottage,64,"['Burger Joint', 'American Restaurant']"
Life Alive,64,['Vegan and Vegetarian Restaurant']
Andala Coffee House,64,"['Burger Joint', 'Coffee Shop', 'Middle Eastern Restaurant']"
1369 Coffee House,64,"['Coffee Shop', 'American Restaurant', 'Sandwich Restaurant']"
Mass Chicken,64,"['Diner', 'Middle Eastern Restaurant', 'Wings Joint']"
"730 Tavern, Kitchen & Patio",64,['Restaurant']
Shanghai Fresh,64,"['Asian Restaurant', 'Shanghai Restaurant']"
Tavern,64,"['Bar', 'Pizzeria', 'American Restaurant']"
J.P. Licks,64,"['Ice Cream Parlor', 'Fast Food Restaurant', 'Kosher Restaurant']"
Square,64,"['BBQ Joint', 'American Restaurant', 'Fast Food Restaurant']"
The Heights,64,['Sandwich Restaurant']
The Smoke Shop BBQ,64,['BBQ Joint']
Pinocchio's Pizza & Subs,64,['Pizzeria']
Clover Food Lab,64,"['Café', 'Fast Food Restaurant', 'Vegan and Vegetarian Restaurant']"
Le's,64,['Vietnamese Restaurant']
J J Donovan's,64,"['Bar', 'Restaurant']"
Black Sheep Bagel Cafe,64,"['Bagel Shop', 'Café', 'Restaurant']"
Angelo's Pizza,64,['Pizzeria']
India Pavilion,64,['Indian Restaurant']
Shays Pub & Wine Bar,64,"['Wine Bar', 'American Restaurant']"
Boston Tea Stop,64,"['Coffee Shop', 'Tea Room', 'Restaurant']"
Grafton Street,64,"['Bar', 'Gastropub', 'American Restaurant']"
El Jefe's Taqueria,64,['Restaurant']
PARK Cambridge,64,['New American Restaurant']
Tasty Burger,64,"['Burger Joint', 'American Restaurant']"
"Bonchon Chicken - Cambridge, MA",64,['Korean Restaurant']
Grendel's Den,64,['Restaurant']
Shake Shack,64,"['Burger Joint', 'American Restaurant', 'Fast Food Restaurant']"
Harvest of India,64,"['Bar', 'Indian Restaurant']"
Russell House Tavern,64,"['Gastropub', 'Pizzeria', 'American Restaurant']"
Tanjore,64,['Indian Restaurant']
Wok On Wheels,64,"['Restaurant', 'Street Food Gathering']"
Donut Villa Diner,64,"['Donut Shop', 'Diner']"
The Green Turtle Inn,65,"['Bar', 'Restaurant']"
Au Bon Pain,65,"['Bakery', 'Restaurant']"
Lucky's,65,"['Burger Joint', 'American Restaurant']"
Villa Fresh Italian Kitchen,65,"['Pizzeria', 'Italian Restaurant', 'Seafood Restaurant']"
TD's Deli,65,['Deli']
Dovetail,65,['Restaurant']
Pier 6,65,"['Bar', 'American Restaurant', 'Seafood Restaurant']"
Brewer's Fork,65,"['Gastropub', 'Pizzeria', 'American Restaurant']"
Mi Pueblito Restaurant,65,"['Latin American Restaurant', 'Mexican Restaurant']"
Pollo Campero,65,['Fast Food Restaurant']
Monica s Mercato,65,['Pizzeria']
Canton Eatery,65,['Chinese Restaurant']
Saigon Hut,65,['Vietnamese Restaurant']
El Paisa Restaurante,65,['Restaurant']
Shipyard Galley,65,['Restaurant']
La Casa Del Pandebono,65,['Salvadoran Restaurant']
McDonald's,65,"['Burger Joint', 'Fast Food Restaurant']"
Decca,65,"['Burger Joint', 'American Restaurant', 'Sandwich Restaurant']"
Restaurante Montecristo,65,"['Latin American Restaurant', 'Mexican Restaurant']"
Cafe Meridian,65,"['Café', 'Restaurant']"
Wingstop,65,['Fast Food Restaurant']
Mama Maria's,65,['Restaurant']
East Boston House Of Pizza,65,['Pizzeria']
Tori Japan,65,['Japanese Restaurant']
Harbor Pacific,65,"['Chinese Restaurant', 'Seafood Restaurant']"
Pizza Shuttle,65,['Pizzeria']
ReelHouse,65,"['American Restaurant', 'Seafood Restaurant']"
La Cuisine de Choupit,65,['Caribbean Restaurant']
Oliveiras Steak House,65,"['Brazilian Restaurant', 'Steakhouse']"
Casa Colombia,65,"['Bakery', 'Café', 'Colombian Restaurant']"
Dough East Boston,65,['Pizzeria']
Dirty Water Dough,65,"['Pizzeria', 'Salad Restaurant', 'Sandwich Restaurant']"
Via Veneto Restaurant,65,['Italian Restaurant']
Punto Rojo,65,"['Latin American Restaurant', 'Mexican Restaurant', 'Spanish Restaurant']"
La Hacienda,65,"['Latin American Restaurant', 'Mexican Restaurant']"
El Jardin,65,"['Bakery', 'Colombian Restaurant', 'Mexican Restaurant']"
Wahlburgers,65,['American Restaurant']
T Anthony's Restaurant,66,['Restaurant']
Pho Viet,66,['Vietnamese Restaurant']
Love Art Udon,66,"['Udon Restaurant', 'Noodle Restaurant']"
Brown Sugar Cafe,66,['Thai Restaurant']
Thai Dish Authentic Cuisine,66,['Thai Restaurant']
Paradise Rock Club,66,"['Night Club', 'Lounge', 'Restaurant']"
Raising Cane's Chicken Fingers,66,['Fast Food Restaurant']
LimeRed Teahouse,66,"['Bubble Tea Shop', 'Coffee Shop', 'Restaurant']"
Super 88 Market Food Court,66,"['Asian Restaurant', 'Chinese Restaurant']"
Sunset Cantina,66,"['Sports Bar', 'American Restaurant', 'Tex-Mex Restaurant']"
Isshindo Ramen,66,"['Asian Restaurant', 'Ramen Restaurant']"
Clear Flour Bread,66,"['Bakery', 'Restaurant']"
Life Alive,66,"['Café', 'Vegan and Vegetarian Restaurant']"
Otto,66,['Pizzeria']
Shabu-Zen,66,"['Asian Restaurant', 'Chinese Restaurant', 'Shabu-Shabu Restaurant']"
Spike's Junkyard Dogs,66,"['Hot Dog Joint', 'American Restaurant', 'Fast Food Restaurant']"
Shan A Punjab,66,"['Asian Restaurant', 'Indian Restaurant']"
"Bonchon Chicken - Allston, MA",66,['Korean Restaurant']
Anna's Taqueria,66,"['Burrito Restaurant', 'Tex-Mex Restaurant']"
Dokya Thai Restaurant,66,['Thai Restaurant']
Soup Shack,66,"['Ramen Restaurant', 'Thai Restaurant', 'Vietnamese Restaurant']"
Union Square Donuts,66,"['Coffee Shop', 'Donut Shop', 'American Restaurant']"
Mandarin,66,['Restaurant']
Far Out Ice Cream,66,"['Ice Cream Parlor', 'Restaurant']"
Kupels Bakery,66,"['Bakery', 'American Restaurant']"
Oppa Sushi,66,"['Sushi Restaurant', 'Seafood Restaurant']"
Union,66,['Restaurant']
Genki Ya,66,"['Asian Restaurant', 'Sushi Restaurant', 'Seafood Restaurant']"
Happy Lamb Allston,66,"['Asian Restaurant', 'Chinese Restaurant', 'Hotpot Restaurant']"
FroyoWorld,66,"['Frozen Yogurt Shop', 'Ice Cream Parlor', 'Restaurant']"
Pavement Coffeehouse,66,"['Bagel Shop', 'Coffee Shop', 'Sandwich Restaurant']"
Garlic 'n Lemons,66,"['Lebanese Restaurant', 'Mediterranean Restaurant', 'Middle Eastern Restaurant']"
Zaftigs Delicatessen- Brookline,66,['Restaurant']
The Avenue,66,"['Beer Bar', 'Pizzeria', 'American Restaurant']"
Shiki,66,['Sushi Restaurant']
Myung Dong 1st Ave,66,['Korean Restaurant']
Osaka Japanese Hibachi Restaurant,66,"['Japanese Restaurant', 'Seafood Restaurant']"
Coolidge Corner Clubhouse,66,"['Sports Bar', 'American Restaurant']"
Bisuteki Japanese Steak House,66,"['Sushi Restaurant', 'Steakhouse']"
Ganko Ittetsu Ramen,66,"['Asian Restaurant', 'Ramen Restaurant', 'Noodle Restaurant']"
Parlour,66,"['Cocktail Bar', 'American Restaurant', 'New American Restaurant']"
Tavern in the Square,66,"['Night Club', 'Sports Bar', 'American Restaurant']"
Kaju Tofu House,66,['Korean Restaurant']
Otto Pizza,66,['Pizzeria']
Los Amigos Taqueria,66,"['Fast Food Restaurant', 'Burrito Restaurant', 'Tex-Mex Restaurant']"
The Draft Bar & Grille,66,"['Sports Bar', 'American Restaurant']"
Fugakyu Japanese Cuisine,66,['Sushi Restaurant']
Hops N Scotch,66,['Restaurant']
Harry's,66,['Restaurant']
Chinese Food Truck,67,"['Chinese Restaurant', 'Street Food Gathering']"
Thornton's Fenway Grille,67,['American Restaurant']
Rod-Dee Thai Cuisine II Fenway,67,['Thai Restaurant']
Fiouna's Persian Fusion Cuisine,67,"['Fast Food Restaurant', 'Middle Eastern Restaurant', 'Sandwich Restaurant']"
Orfano,67,"['Cocktail Bar', 'Italian Restaurant']"
Sweet Cheeks,67,"['BBQ Joint', 'American Restaurant']"
Tatte Bakery & Cafe,67,"['Café', 'Diner', 'American Restaurant']"
Nu Burger,67,['Burger Joint']
Garden Cafeteria,67,['American Restaurant']
Taqueria El Barrio,67,['Restaurant']
Chipotle Mexican Grill,67,"['Fast Food Restaurant', 'Mexican Restaurant']"
by CHLOE,67,['Vegan and Vegetarian Restaurant']
Regina Pizzeria,67,['Fast Food Restaurant']
Saloniki Greek,67,"['Fast Food Restaurant', 'Greek Restaurant', 'Mediterranean Restaurant']"
Citizen Public House,67,"['Cocktail Bar', 'American Restaurant', 'Seafood Restaurant']"
Time Out Market Boston,67,['Restaurant']
Sweetgreen,67,"['Restaurant', 'Vegan and Vegetarian Restaurant']"
Center for Health and the Global Environment,67,['Restaurant']
Bourbon Street Cafe,67,"['Café', 'Asian Restaurant']"
Tasty Burger,67,"['Burger Joint', 'American Restaurant', 'Fast Food Restaurant']"
Yard House,67,['American Restaurant']
Blaze Pizza,67,"['Pizzeria', 'Fast Food Restaurant']"
Dragon Bowl,67,['Chinese Restaurant']
The Squealing Pig,67,"['Bar', 'Gastropub', 'American Restaurant']"
Hojoko,67,"['Cocktail Bar', 'Asian Restaurant', 'Sushi Restaurant']"
SOJUba,67,"['Cocktail Bar', 'Lounge', 'Korean Restaurant']"
1260 Boylston,67,['Restaurant']
Fenway Johnnie's,67,"['Bar', 'Sandwich Restaurant']"
Best Sausage,67,"['Hot Dog Joint', 'Italian Restaurant']"
Flann O'Brien's,67,"['Pub', 'American Restaurant', 'Fast Food Restaurant']"
The Puddingstone Tavern,67,"['Bar', 'Restaurant']"
Tremont House Of Pizza,67,['Restaurant']
Mission Bar & Grill,67,"['Bar', 'BBQ Joint', 'American Restaurant']"
Game On,67,"['Sports Bar', 'Pizzeria', 'American Restaurant']"
Plantpub,67,['Restaurant']
Qdoba Mexican Eats,67,"['Fast Food Restaurant', 'Mexican Restaurant']"
Solid Ground Cafe,67,"['Café', 'Sandwich Restaurant']"
TGI Friday's,67,['American Restaurant']
Taberna De Haro,67,['Restaurant']
Flames Restaurant II,67,['Caribbean Restaurant']
Giggling Rice Thai To Go,67,['Thai Restaurant']
Cafe Landwer,67,"['Café', 'Israeli Restaurant']"
Sol Azteca Boston,67,['Restaurant']
Straight Law,67,"['Bar', 'Restaurant']"
Bleacher Bar,67,"['Night Club', 'Sports Bar', 'Fast Food Restaurant']"
Gyu-Kaku BBQ,67,"['BBQ Joint', 'Asian Restaurant', 'Japanese Restaurant']"
Avalon,67,"['Night Club', 'Restaurant']"
Foundation Room,67,"['Music Venue', 'Lounge', 'Restaurant']"
Crispy Dough Pizzeria,67,['Restaurant']
Mike's Donuts,68,"['Cafes, Coffee, and Tea Houses', 'Donut Shop', 'Restaurant']"
Dogwood Cafe,68,"['Bar', 'Pizzeria', 'American Restaurant']"
Tikki Masala,68,"['Asian Restaurant', 'Indian Restaurant']"
Brassica Kitchen & Cafe,68,['Restaurant']
Oriental House Chinese Restaurant,68,['Chinese Restaurant']
Forest Hills Restaurant,68,['American Restaurant']
Bukhara,68,['Indian Restaurant']
Forest Hills Deli,68,"['Deli', 'Diner', 'Sandwich Restaurant']"
Forest Hills Pizza,68,['Pizzeria']
Bukhara Indian Bistro,68,['Restaurant']
JJ Foley's Fireside Tavern,68,"['Dive Bar', 'Restaurant']"
Achilito's Taqueria,68,['Taco Restaurant']
Italian Pizza and Subs,68,['Restaurant']
Green Diner,68,"['Diner', 'Italian Restaurant']"
Simpli Bar & Bites,68,"['Bar', 'Coffee Shop', 'American Restaurant']"
Jeanie Johnston Pub,68,"['Karaoke Bar', 'Sports Bar', 'American Restaurant']"
Big Bites,68,['Pizzeria']
Round Two Pizza & Subs,68,"['Pizzeria', 'Italian Restaurant']"
Tostado Sandwich Bar,68,"['Lounge', 'Caribbean Restaurant', 'Sandwich Restaurant']"
Sate Asian Grill,68,['Asian Restaurant']
JP Kitchen,68,['Chinese Restaurant']
Drinking Fountain,68,"['Dive Bar', 'Restaurant']"
Fiore's Bakery,68,"['Bakery', 'Italian Restaurant', 'Vegan and Vegetarian Restaurant']"
Midway Cafe,68,"['Rock Club', 'Karaoke Bar', 'Mexican Restaurant']"
Burritos Pizzeria,68,"['Mexican Restaurant', 'Pizzeria']"
Mangu Dominican Bistro,68,"['American Restaurant', 'Caribbean Restaurant']"
