Station Name,Latitude,Longitude,Number of Bikes,Station ID
Chelsea Station,42.39636527849676,-71.03987179230899,11,88d8b1dc28310bb481ce9a5652893a7f
855 Broadway,42.398417726101584,-71.02390923402707,11,bb7b485ab3d31c2eef701bf82bd9740f
Nichols Ave. at Watertown Greenway,42.36762048745005,-71.1565663665533,12,7d0d709888e7436cc6c859da175b0506
JFK Crossing at Harvard St. / Thorndike St.,42.346551241753566,-71.1283321143128,15,050856f67e551c52b12f0e807cea52b2
Cypress St at Clark Playground,42.32784317478686,-71.1253622174263,15,4067327d18fcff83a287d6e93ef48597
Linwood St at Minuteman Bikeway,42.40935395518158,-71.14906518727366,11,06257df257eaea0ac7a572e27f5cf67b
Conway Park - Somerville Avenue,42.383638948222654,-71.10853672027588,23,c98b625c29944b77809301f860967d9b
Bellingham Square,42.3931961102951,-71.03344559669495,11,a3b1e801bf1b7d858a9fd3aef6995c06
Inman Square at Springfield St.,42.37426713524931,-71.10026478767395,25,d25bb6eca6127a338dd04fe351a81056
Union Square East,42.380078,-71.090098,19,dfb7fab2fb2204493dcfd76cb9c5fb84
955 Mass Ave,42.36895180540729,-71.10998779535294,19,665c6aff87cd30ef1d62e71986cc62dd
Salem MBTA - Washington at Federal St,42.52345239346618,-70.89611113071442,13,376ff21962da47ccf4a2ff97b81b3ee2
Mayor Salvo Path at Mill St,42.51803519796769,-70.89570075273514,11,1e69a9ab51d8588268a1f037c55e0b6b
Shetland Park - Congress at Peabody St,42.51836788262243,-70.88952362537384,11,4f827f49fe3e342e2111e65b47f9920a
Lafayette at Leach St,42.51142784358897,-70.89183300733566,11,348016d77c9b6a9fe710ab523b4969d2
Salem State University - Bike Path at Loring Ave,42.50182398896298,-70.89478075504303,15,73a9f1cefa1775e08c190f29525497e8
One Beacon St,42.358477644348106,-71.06135129928589,16,eb434d3aa3e2366ebbb184f483898570
Foley St at Grand Union Blvd,42.39301840035393,-71.08071684837341,19,a9252407eff896dfcf8b3fa5812cd482
Vassal Lane at Tobin/VLUS,42.38536765218425,-71.13775670528412,19,a23c3aaf0848916ebf6dd899b5f37876
Harvard St and Stedman St,42.3443517550051,-71.12490355968475,15,177cef4e54cc80f67af8e3ceb71c3422
High St at Cypress St,42.32464510949409,-71.12135231494904,15,8b8f6118a40499a57f9df551b79159e5
Concord Ave at Spinelli Place,42.390719,-71.1538877,19,8a5921ecd94e764ea9774ccb669d2c8f
Danehy Park at New Street,42.389456,-71.139019,19,f3fd28041e47ccd6de0bec5e46e877be
Clinton St at North St,42.3607028354884,-71.05524927377701,18,6f7ee9617d909b38b9123e7a6326d036
Circuit Drive at American Legion Hwy,42.29704126420948,-71.09171926975249,19,95fb30f46841570a2077b43b23ba287e
Walnut Ave at School St,42.31242399029812,-71.09616905450821,19,a4a39942d418e74869fcecc45556c009
Sumner St at Shirley Ave,42.408337058129746,-70.99804848432541,11,a6941a8eb4a8d3dbf0239e93041e3e63
Orr Sq (Shirley Ave),42.40715655698643,-70.99272429943085,11,a6c3f131220ce78153ea71d2e687678b
Old Morse Park at Putnam Ave,42.35766247889882,-71.1084133386612,15,bfff231a0a237357b4a1bf65ac5694e6
Morton St at Gallivan Blvd,42.278747,-71.080286,15,3a903ed40eea7b4fe963df312622dcd3
Cleary Sq,42.2556,-71.12444,16,75e0071675cfdddf2417d21646797abd
606 American Legion Hwy at Canterbury St,42.28578,-71.109725,18,4163241fca6d81c83597fa7490326b11
555 Metropolitan Ave,42.2681,-71.11924,18,ef9f8b3bfc9e65c2a8132523e3cd6f19
Valenti Way at Haverhill St,42.36473898691789,-71.05934903025626,24,d83737b992140ea13987ca4fc7461e7f
Somerville High School & Central Library,42.3864,-71.09601,17,57828ca2834f9d033095acdd440fd3f1
Marion St at Harvard St,42.340122426966424,-71.12070563810447,15,1718a45b58212ab2c029d6a11602fdb2
Cambridge Crossing at North First Street,42.371141,-71.076198,23,9a7f5ad1aa63f0d2efd476a8e744ca49
Nashua Street at Red Auerbach Way,42.365673,-71.064263,36,2601ac8e4decf87d75d824fa7e47b9a5
Forsyth St at Huntington Ave,42.339202,-71.090511,15,5d3e86535685ca7ab149e612d40205ac
Railroad Lot and Minuteman Bikeway,42.41606457115141,-71.15336636682059,11,3a6dad99cda1291acb9325c283eba240
Rogers St & Land Blvd,42.366446738529454,-71.07654601335526,19,9615ed8e82f5eb75aadb493f9d283b62
Hyde Park Library,42.2568376,-71.122509,15,5bdc7f7c2fdddcc38618ce51d48d6afb
Harvard Square at Brattle St / Eliot St,42.373328798874056,-71.12098601080106,15,dc41960256edd3fb3aabd95e1a6f05cd
Ross Playground,42.2645666,-71.1145523,19,44090012127c965a32e7f989dbdf50a1
Galileo Galilei Way at Fulkerson St/Binney St,42.3664204,-71.0885418,19,3724ceac55e416b9acae4f87bde8a6c6
Aquarium T Stop - 200 Atlantic Ave,42.35991176110118,-71.0514298081398,23,9c85a06bb914c9897dda64fc412498c4
Fan Pier,42.3533905070523,-71.04457139968872,15,6328b02e699fed54f327e9bb8e51e2ec
Lewis Wharf at Atlantic Ave,42.363871,-71.050877,19,d27a92570184af7220c3130dace0e347
Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,23,5bf7e1226592f7ed603ce0690fa6a566
Surface Rd at India St,42.358155,-71.052163,19,0f6de24ee3d6995945a685ecb9fe5771
Rowes Wharf at Atlantic Ave,42.357143,-71.050699,14,2cce02b482530e0086ad9f529fe48c2b
ID Building West,42.344796,-71.031614,19,b03546e29d60dde109fa231ff93c88b5
ID Building East,42.344827,-71.028664,17,997d209a53d13471372a1145c32d663a
The Eddy - New St at Sumner St,42.370744,-71.044201,15,8ece5437df6558cd259deb3b2af0e25e
Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586001198456,-71.04569256305693,15,2893854c4c64eb00b7cbac5381c3e6c5
Porzio Park,42.364119035231525,-71.02876782417297,17,46ce3f72c8ebd4f9ccd451702b230c73
645 Summer St,42.341780891371904,-71.03987016504107,19,065506e948cfe5e52fffd87db9f203ec
Congress St at Northern Ave,42.3481,-71.03764,13,036ab7e3f20a35bce54f4497aa2470b9
St. Alphonsus St at Tremont St,42.33329254719182,-71.10124647617339,17,6a7aab7f4f45b81236d5bf9e80840b7e
West End Park,42.36590788445084,-71.06446668505669,35,9e6a8c665def7b9475f618f73bf16e2e
Pier 4 Blvd at Autumn Ln,42.3502102,-71.0446705,19,b2a55a314d5e3aa767db25d31ff88b4c
Flat 9 at Whittier,42.33420351352245,-71.08767616843123,15,41a56ea4c0f3a90b36b298bd7b4e6a2a
Roseland St At Dorchester Ave,42.2911685327193,-71.06300890445709,12,3c53d7c67f81c4f5328eb183a041913b
Hawthorne Boulevard,42.5223714,-70.8903331,9,02322cbd5e16c8e316d500b3d0836a42
Silber Way,42.34949599514002,-71.10057592391968,19,0e0da5c27581d937fba4f8f2d3a89d3d
Child Street at Brian P. Murphy Staircase,42.371976784679745,-71.07200495972165,23,4e0e3d41010dc3493ffa0a6525f46c8c
Union Square - Somerville,42.37964789967527,-71.09540475672475,19,be411640ce6cd322a4395f4e9c8e1294
Tremont St at Northampton St,42.338431795290944,-71.08169049924982,19,dbfbe00268b1f22eba157841e4961eaf
CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.367074071490926,-71.07679277658461,15,3c7c3c895d64146cfd576c4c52ed38a1
Raymond Park at Walden St,42.38736953747185,-71.12761001482795,19,4e493f21f21597a5980ade94ce92e2a9
Wellington MBTA,42.4023682,-71.07573182424781,19,a6da5fbf35b021a477e4800fb68bdbf5
Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,23,3128288fe0d688a63dfe1e80c8cc96db
Gilman Square T at Medford St,42.3867355,-71.0946444,19,82c7eba73fec23041cd12136cf5f99d0
Shawmut Ave at Lenox St,42.33584612997077,-71.08038157224655,19,eb14c31ea7e061c9d3d0ce27083dc722
Hood Park,42.38004534693313,-71.0730457305908,23,f42d12553e816325888c0ad39698c57c
Salem State University - North Campus,42.503332,-70.891444,11,ae35d252303ccde18bf5b263b19aa832
Essex St at Dalton Parkway,42.516223,-70.905535,11,da7b6ca70afdedff21d877bdfc6ef3d6
Forest River Park,42.506395,-70.88693,11,d772bea4cd5542118740e50a045642f1
Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.369239074859216,-71.11687034368515,21,e6459d13e1ba4b710b7adceab914191d
Salem MBTA - Lower Level,42.523994,-70.89684,11,392136e1359941462ac713ed226529cd
Community Life Center,42.520136,-70.906271,9,99ad460cb98114fe2739ecb32b593b80
Goodhue St at Grove St,42.520897,-70.910528,11,f30d2eaaf303e9cbf262159fca57f655
Tappan St at Brookline Hills MBTA,42.331370168043215,-71.1268836054569,15,a51c0ee1f8455b81a4496786ee2ec0a9
Main St at Brooks Park,42.411709,-71.110444,11,ae9051a06971b16cfda3ca3bd4caf313
Medford Sq - Riverside Ave at River St,42.417724,-71.108102,11,7747edb781e3cbfa6360fee241c8696c
Tufts Sq - Main St at Medford St,42.401697,-71.106128,11,d61127e845d8c1ed707b427382d56b68
Gore Street at Lambert Street,42.373079797934935,-71.08634233665725,19,5a0ea72253f37a1bea9c74fdd6d58fac
Broad Canal Way at Third Street,42.36304549626695,-71.08287078916874,19,c0202106f9dafc27fe7ca936b3c7bea0
Malden Center T Station,42.426541,-71.073179,11,f2ea69e0df0d69b14546b725b1e16d2b
Northern Strand at Main St,42.42386,-71.067793,11,18441e804b01396142783dc4eb710599
Gramsdorf Playground,42.408156,-71.0429,14,c63ca3e6762670c00202ff4d623e0d4d
Teele Square,42.40087950159558,-71.12590793383788,15,8979bdb8e1bd2f197731eae67dae641e
North St at Liberty Hill Ave,42.52989964975891,-70.90614259243011,11,a4b92e11f1f274697e5a003060f59bbb
Malden High School,42.426537658440544,-71.06393694877625,11,4fda90b9aac087d19b0b629f86ef1528
Airport T Stop - Bremen St at Brooks St,42.37410287664702,-71.03276431560516,15,ccf4122b9e364cfca1114d5f71bfb352
John Ahern Field at Kennedy-Longfellow School,42.36903566594827,-71.08630959910442,19,504a950d94c81aeb5a45a20a1355996b
Everett Square (Broadway at Chelsea St),42.40743489432222,-71.05533242225647,14,97efe98fa777dd52c96e9a3c41cc66e2
87-101 Cambridgepark Drive,42.395221870310664,-71.14421904097979,23,5af7166601bab77b7a271441860187b1
Broadway T Stop,42.343048583900966,-71.05803430091328,19,77fa4c1cc4fa3388022fdd8106df756c
Boynton Yards at 101 South Street,42.375447604963405,-71.09117388747109,19,8de377f7be5f3de143c97b515e594ecb
Washington St at Myrtle St,42.3817508,-71.0839523,15,bd823becb292c951994a6ec361ccd692
Clarendon Hill at Broadway,42.406302,-71.132446,15,3f002b9808de30c28132f3cde02667be
Craigie at Summer St,42.38831607584243,-71.1106824874878,19,dbf97b2924cf9c7f5e83e0b8dbd559f2
Beacon St at Washington / Kirkland,42.37875351212593,-71.10707223415375,19,74a84532f559a506cf6a06e5caa0d17e
Somerville City Hall Annex,42.39189811591863,-71.09745375830244,19,6ad3e21a8db604868bb6bd990e104fa4
Elm St at White St,42.38952436305763,-71.11694140364307,19,def148dc8b71d5ef227f9db6f501aed3
Ball Sq,42.39936816059618,-71.11111521723615,19,f80ef5472ff241af97bd5a0bd423949b
Somerville Hospital,42.390446216041305,-71.10856622457504,15,85b518a76c2b3266738a62569f05bca6
Piers Park,42.36501119822304,-71.03528559207916,15,222323fdc33e6a744d6aed7db2b7b89d
Glendon St at Condor St,42.38240377674137,-71.03024303913116,19,c01275ef8ceddd3df7f7d1b93326a90b
Addison St at Saratoga St,42.38518146513944,-71.0151367,19,2cb9278b9e7b07e6d0e8294ff547dcb6
Marion St at White St,42.38066930871317,-71.03907315999093,19,c86c7e9d314e9f2abd710919ccdf9b59
Burlington Ave at Brookline Ave,42.345733,-71.100694,15,134d7392f7c21ba561437058296d6928
Western Ave at Richardson St,42.361787410661876,-71.14393111327445,19,202b71b415a3dff92063dc1ac2b8b7ef
Washington St at Egremont Rd,42.34286835071959,-71.14127840855872,15,46d2512741dfc236f66c050dee0845b4
Canal St at Causeway St,42.36530094929082,-71.06092190993877,23,464b7395242e4d68eeb517d9879ad1e8
Broad St at Central St,42.35849449039304,-71.05426469875965,15,6a86f88d17cc7ef5684ae4adb821b92d
Blossom St at Charles St,42.36435589027983,-71.0695936904267,15,85bee2c1d13357c7617469e09b3df773
Boston Medical Center - E Concord St at Harrison Ave,42.33639915372498,-71.07306711393903,19,59d187e5da5008023ce696fc782d39d6
Arch St at Franklin St,42.355335019412564,-71.0582291708306,31,e85796a65eb38a98bd3af81999c079ad
Uphams Corner,42.31727474327453,-71.06537003967787,15,e657d1efe91e21a9f2314b9bb6270f25
Uphams Corner T Stop - Magnolia St at Dudley St,42.318697341722434,-71.0697814822197,15,fc838ae545f5744d24cc84c44da26215
Walnut Ave at Warren St,42.324081,-71.083235,15,c432d994e87baa306e85e8a27d38ce87
Morton St T,42.280725142920296,-71.08617242434775,15,82b7f11c01a1c32993d8ef085b58699a
Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,15,9c8f4caab97924404b606289e7611f4a
E Cottage St at Columbia Rd,42.320561,-71.06198,19,562b27a16779c09377a90b59136b8a85
Fields Corner T Stop,42.299633488420625,-71.06068975823291,15,2968d3e6582d4ee6106e7504be64ee27
Park St at Norwell St,42.29442578670662,-71.07821760713703,15,08e1c69278aa25f891944355cc9cf214
Thetford Ave at Norfolk St,42.286212948246096,-71.07942931372236,15,4de5af095ce48ad1617d2bf0926b9d73
Archdale Rd at Washington St,42.29266592872725,-71.12119538714069,15,3e854784ea620377c89ea23c5a77cfd5
Northbourne Rd at Hyde Park Ave,42.29118034790426,-71.117736660035,19,473eaabefdb4b9574dfd8476e068bdcb
Mt. Hope St at Hyde Park Ave,42.28484472443536,-71.11874517062459,19,a9ce664fad467587a0e77814be73840d
American Legion Hwy at Hyde Park Ave,42.27265394101898,-71.119903922081,19,7b1e1556059e61f2010353459e4d5e7a
Knoll St at Centre St,42.29376656473529,-71.1365658044815,19,c4810312f03d4e6e06e27de29f245b2c
Bellevue T Stop,42.28611420958351,-71.14636927843094,19,b3cd9038b5aab09db6d3151f070382fa
Watertown Town Hall,42.36759307632294,-71.18751436471939,11,80ca200705ab32ecc5351abcbd64b9d3
Salem Ferry Landing,42.52189284110247,-70.8806911110878,11,878669799b3ad642f6e12f65cb098a99
Centre St at Washington St,42.35574334805774,-71.18641942508475,11,f6d655a897cc0e6dd2dbac8e6c14d6c5
Washington St at Fuller St,42.281986277339136,-71.07147924620222,15,416f09144ff70078792b08fb991bc2a4
Washington St at Crafts St,42.35389024396587,-71.19943707257335,11,6c894e61994ae44b0b82f052d004e6e5
Washington St at Bowdoin St,42.299164979365884,-71.07345871645519,15,180c53f6b8d02cfec25fdcc538a3b7c7
Bacon St at Washington St,42.35711920909866,-71.1860453666327,11,3c2ee87b52748fa80f7d4035febd23a5
Nonantum Library,42.36068455768156,-71.20146199598821,15,b84e25fdd51980b813dc0dbb790002f0
Washington St at Walsh Playground,42.277194696397906,-71.06955613950048,19,b76b0c1efe6b1b40a3897597672963e7
Ryan Playground - Dorchester Ave at Harbor View St,42.317642,-71.056664,15,122be9f4f54881d9923e0ad6f490c3b7
Adams St at Lonsdale St,42.291679428741226,-71.05726346409938,15,323224e1c8b9ad7aa0f47345b17d863d
Langley Lot,42.330528,-71.192861,11,68f76d249df14835831459c05b400e49
Beacon St at Charles St,42.356052,-71.069849,19,89b265da9780207db64adb0b1a43a2c6
Watertown St at Albemarle Rd,42.354104081396585,-71.21382214128971,11,e484feaad86b26a0cd1e615bf2e9d898
Clarendon St at Newbury St,42.35159662465317,-71.0756166279316,19,a19e593f6f9db3c475011da1e3eb7858
Centre St at Seaverns Ave,42.3121203,-71.1142981,15,351df3cb6369643d20def3f29d0b71f3
Newton Highlands T,42.322065656952944,-71.2063729763031,15,4b54510fc0ba3de2a575e01c5416614d
Boston College T,42.33987891612856,-71.16708934307098,17,9ed9ef745944a7870acbcd6aab4fad1a
Hyde Park Ave at Arlington St,42.26286746177123,-71.12163126468657,19,6c397db23f8c36994a69e8af77c4eec7
Washington St at Denton Terr,42.280728147169015,-71.13423757273267,19,9df3289b08ac3c4a064647543398171f
Beacon at Walnut,42.330062324402995,-71.20668411254883,15,8259466342a4808c7da5ee83bbe71d07
Auburndale,42.34805541493346,-71.2477594614029,15,7432d9fc8e918a6cb3f04224737f18de
California at Chapel,42.365148708129546,-71.20236039161682,12,e9ba9fc146d759d8089281f35592dc0b
Newton Library,42.336203368830134,-71.207794547081,13,5db66e91e9b931040df60b1f4ab5356f
Washington St at Walnut St,42.351458116963016,-71.20764970779419,11,4e1007c2a121f272e7516a8d6e03ef12
Blue Hill Ave at Southwood St,42.317860205899876,-71.07798628527235,15,7d9407baeadd75c5bdf12c8d51a1e613
Massachusetts Ave at Columbus Ave,42.340814,-71.0816197,14,0aae4326752a86b8a33754617c76c982
Centre St at Commonwealth Ave,42.3362358,-71.1934421,11,f4560f5bd8da755b034cd8d36c3a9e14
Hayes Square - Vine St at Moulton St,42.377022,-71.056605,19,584e8e6d0342d4247ab252e3afe8f825
Post Office Square,42.35585435522005,-71.05459745998814,19,1a8691366b080d2cce91d233ecc5e6c0
Congress St at Sleeper St,42.351004495946704,-71.04930013418198,19,d3b31cb8873c062a7b7cd952cd2ca8c3
Washington St at Peters Park,42.34303291130257,-71.06688730436872,19,24413cb08a7091f6d6ef8fc9ff6ee876
Andrew T Stop - Dorchester Ave at Dexter St,42.33073332585453,-71.05699850837482,15,7e5bd59854a8d0ed00c0335982b779b1
Brighton Ave at Linden St,42.3528376,-71.1296752,19,563c0e7af25efac44a5817e8951792c1
Northeastern University - North Parking Lot,42.341814,-71.090179,15,0ebfbd58421465842f99d4e20c0188a8
Boylston St at Charles St (Temp Winter Location),42.35258524849636,-71.06770277023315,31,e4054a2e7dc783206f46f58c7c9c2a00
Mass Ave at Grafton St,42.40726052447951,-71.14382132425817,11,a4139b66ec68fa2ed3a2c1e516dd97e9
Broadway at Grafton St,42.40994213011757,-71.14009319811885,11,b97b6b6c1101dd15f7f158d447182be7
Mass Ave at Broadway,42.414202132001854,-71.15051883389242,11,4c52c304c14c18d0b688e05ebd226dde
St Mary's,42.346197076555455,-71.10728681087494,15,3f6b594b3a37e0e10aadf7fe1cfd26e4
Washington Sq,42.33985827126298,-71.13421171095978,15,319addb12c18e576e77ff1edbaff163d
Beacon St at Tappan St,42.33826680058037,-71.13894682028331,15,553777ea4bfa8e1e07dcb049964f3075
Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,19,f5cd79c9dd25baf7099ff87f1837686a
Boylston St at Berkeley St,42.3511419825475,-71.07329249382019,15,878d4eee7eb6ae036df106153075ef88
Boylston St at Exeter St,42.349589423682445,-71.0794677917329,19,73d28f83de4d08b6bbf9aa4b7fc6e045
Boylston St at Fairfield St,42.348803822833936,-71.08236908912659,19,3849bdf753a318d6a9b7d7a1cb62c186
Central Ave at River St,42.27094707029229,-71.07337901405117,15,95aa5117b3fdea2ad2372c7aa74f62f3
1200 Beacon St,42.34414898749529,-71.11467361450195,15,a5276fd53136b5c1eeb4d7aa5db405a4
Newbury St at Hereford St,42.348717,-71.085954,22,832fc4a60379cdc7824acb0c1dbf5f6c
Boylston St at Dartmouth St,42.35019319808638,-71.07744187116623,19,cd299318baee6b2600b5e9f047a558ab
Copley Square - Dartmouth St at Boylston St,42.34992828230057,-71.07739206866427,31,9930aaf1ad9f4716ff669b09a5c4684f
